slot,epoch,receiver_id,transmitters,selected_pair,status,estimated_radial_bias_m,estimated_angular_bias_deg,local_consistency_rad,radial_step_m,angular_step_deg,before_x_m,before_y_m,after_x_m,after_y_m
3,1,4,0-1-2-5,2-5,adjust,5.953635325736169,2.044848476254083,0.04285296149023467,-2.9768176628680845,-1.0224242381270414,-51.21759723576226,97.34864012093462,-48.13356017279116,95.58829396248937
3,1,6,0-1-2-5,1-5,adjust,3.3565947556976807,0.01033472846292234,0.016083587685956625,-1.6782973778488404,-0.00516736423146117,-101.52098645131655,-37.980725051558146,-99.95246373053493,-37.38363825093307
3,1,7,0-1-2-5,1-5,adjust,-0.22739430369113545,-0.47372582079180736,0.005351481877280916,0.11369715184556772,0.23686291039590368,-50.58677053140328,-89.3489790356607,-50.272574744110464,-89.65651337421838
3,1,8,0-1-2-5,1-5,adjust,-2.775348323879626,-1.497683068415342,0.006247238040482206,1.387674161939813,0.748841534207671,15.643079805445176,-96.96487386321287,17.147912132442947,-98.11910250051717
3,1,9,0-1-2-5,1-5,adjust,2.7909652726827088,-2.417783224500314,0.022761291529929017,-1.3954826363413544,1.208891612250157,75.60854166641818,-69.48424067567053,76.01047789552258,-66.95124199971994
4,1,3,0-1-2-6,2-6,adjust,5.676302524745718,-1.4351444879274973,0.03962769762772603,-2.838151262372859,0.7175722439637486,24.12731543973139,101.63607166436978,22.231671829623302,99.16086060901742
4,1,4,0-1-2-6,2-6,adjust,5.236531893746919,-0.511371250559057,0.0313148271266733,-2.6182659468734597,0.2556856252795285,-48.13356017279116,95.58829396248937,-47.371661323201224,93.03930497341852
4,1,5,0-1-2-6,2-6,adjust,0.720887806953389,1.4066668164028584,0.025512343566867813,-0.3604439034766945,-0.7033334082014292,-98.76728315800786,37.50061415290605,-97.96413896090141,38.578103935667556
4,1,7,0-1-2-6,1-6,adjust,-2.7593972109133715,-1.1085895165950392,0.014575133566641973,1.3796986054566858,0.5542947582975196,-50.272574744110464,-89.65651337421838,-50.06598964543027,-91.34855596327559
4,1,8,0-1-2-6,1-6,adjust,-3.963755782362297,-2.4611371017078296,0.007051411053832578,1.9818778911811485,1.2305685508539148,17.147912132442947,-98.11910250051717,19.634187976458286,-99.67271743060341
4,1,9,0-1-2-6,1-6,adjust,-0.19536492550173734,-3.601791045086618,0.0029494970386793624,0.09768246275086867,1.800895522543309,76.01047789552258,-66.95124199971994,78.15226396555872,-64.59166843124417
5,1,3,0-1-2-7,2-7,adjust,4.014253131146737,-3.3808082080022595,0.014473395283022383,-2.0071265655733685,1.6904041040011297,22.231671829623302,99.16086060901742,18.915737933848913,97.80290723394201
5,1,4,0-1-2-7,2-7,adjust,5.811647542787644,-2.5872759760055892,0.013338851015327814,-2.905823771393822,1.2936379880027946,-47.371661323201224,93.03930497341852,-48.08348770398249,89.38704611225178
5,1,5,0-1-2-7,2-7,adjust,4.36446641456717,-0.5758953043497298,0.012131978248147117,-2.182233207283585,0.2879476521748649,-97.96413896090141,38.578103935667556,-96.1223218278251,37.29590745691104
5,1,6,0-1-2-7,2-7,adjust,3.413314859431653,0.9257573053234424,0.011146758012938017,-1.7066574297158266,-0.4628786526617212,-99.95246373053493,-37.38363825093307,-98.64792357761476,-35.99000318687842
5,1,8,0-1-2-7,1-7,adjust,-1.7875838037169671,-1.1606388516445316,0.006154407446043335,0.8937919018584836,0.5803194258222658,19.634187976458286,-99.67271743060341,20.82431560515496,-100.34388875331106
5,1,9,0-1-2-7,1-7,adjust,-0.43317969548619306,-2.4119180219900933,0.0018115234141225396,0.21658984774309653,1.2059590109950467,78.15226396555872,-64.59166843124417,79.66419230785678,-63.06697474958091
6,1,3,0-1-2-8,2-8,adjust,2.897730358081217,-3.334137843750861,0.0007662563756012184,-1.4488651790406084,1.6670689218754304,18.915737933848913,97.80290723394201,15.82885307890165,96.8818974940626
6,1,4,0-1-2-8,2-8,adjust,5.117109664169025,-2.938106163023401,0.00037984004003755004,-2.5585548320845124,1.4690530815117004,-48.08348770398249,89.38704611225178,-49.089859375658094,85.90352567860867
6,1,5,0-1-2-8,2-8,adjust,5.491251066734529,-1.4009783335330626,0.0008504073389995932,-2.7456255333672646,0.7004891667665313,-96.1223218278251,37.29590745691104,-93.99945023066405,35.15616565720589
6,1,6,0-1-2-8,2-8,adjust,5.147527463975598,0.13977109202201102,0.001212556643740221,-2.573763731987799,-0.06988554601100551,-98.64792357761476,-35.99000318687842,-96.27279846831502,-34.9904816425866
6,1,7,0-1-2-8,2-8,adjust,2.3640398128144575,0.765627763166031,0.0014002497348686435,-1.1820199064072288,-0.3828138815830155,-50.06598964543027,-91.34855596327559,-50.1001815209145,-89.97928387014431
6,1,9,0-1-2-8,1-8,adjust,-0.14418074108870566,-1.2107882546956854,0.0016946186559843274,0.07209037054435283,0.6053941273478427,79.66419230785678,-63.06697474958091,80.383098215467,-62.26587524949884
7,1,3,0-1-2-9,2-9,adjust,2.6268540864234664,-3.637444849586085,0.018468488435109325,-1.3134270432117332,1.8187224247930425,15.82885307890165,96.8818974940626,12.57556549199397,96.03315009892236
7,1,4,0-1-2-9,2-9,adjust,5.253199893362903,-3.4107704161196675,0.014978998868196718,-2.6265999466814516,1.7053852080598337,-49.089859375658094,85.90352567860867,-50.254129188506,82.16384315361194
7,1,5,0-1-2-9,2-9,adjust,6.701349149726679,-2.0435932495901783,0.01286432723180478,-3.3506745748633393,1.0217966247950891,-93.99945023066405,35.15616565720589,-91.45264137136323,32.35669761038198
7,1,6,0-1-2-9,2-9,adjust,6.764925601444061,-0.3492245351633888,0.011028267812408414,-3.3824628007220303,0.1746122675816944,-96.27279846831502,-34.9904816425866,-92.99024683542548,-34.11861910296904
7,1,7,0-1-2-9,2-9,adjust,4.299379461581468,0.7101163874047084,0.00910113809541111,-2.149689730790734,-0.3550581937023542,-50.1001815209145,-89.97928387014431,-49.59943026346098,-87.7954308252408
7,1,8,0-1-2-9,2-9,adjust,1.45977371838642,0.5813873624247061,0.006297195239427154,-0.72988685919321,-0.29069368121235306,20.82431560515496,-100.34388875331106,20.170263701249763,-99.73284756911565
8,1,2,0-1-3-4,1-3,adjust,0.3487773458654515,-3.678903093912072,0.021061576756893078,-0.17438867293272575,1.839451546956036,74.96229729000632,63.124115716615876,72.76773040903782,65.38124840221411
8,1,5,0-1-3-4,1-4,adjust,0.004799404834139427,0.21652147597175922,0.032201210644353974,-0.0023997024170697135,-0.10826073798587961,-91.45264137136323,32.35669761038198,-91.38907920574623,32.52863540529501
8,1,6,0-1-3-4,1-4,adjust,0.5260121067194088,0.2991454924502363,0.031500684676892966,-0.2630060533597044,-0.14957274622511815,-92.99024683542548,-34.11861910296904,-92.83185103295219,-33.785800525685254
8,1,7,0-1-3-4,1-4,adjust,0.5659504911057276,0.4456098962885165,0.031074688158016003,-0.2829752455528638,-0.22280494814425825,-49.59943026346098,-87.7954308252408,-49.80031687234553,-87.35605764389263
8,1,8,0-1-3-4,1-4,adjust,0.4078043924080933,0.4973043842420261,0.030707264158251674,-0.20390219620404665,-0.24865219212101305,20.170263701249763,-99.73284756911565,19.697702833669503,-99.61941360392262
8,1,9,0-1-3-4,1-4,adjust,0.5183704386649566,0.2703012279039482,0.03019822593446684,-0.2591852193324783,-0.1351506139519741,80.383098215467,-62.26587524949884,80.03147330982476,-62.29610837283324
9,1,2,0-1-3-5,1-3,adjust,0.2544119453159526,-1.766027061057124,0.046733871631824325,-0.1272059726579763,0.883013530528562,72.76773040903782,65.38124840221411,71.65820517760845,66.40843349694553
9,1,4,0-1-3-5,3-5,adjust,-1.3241804642320323,0.09902249819336197,0.008861485977841671,0.6620902321160161,-0.04951124909668098,-50.254129188506,82.16384315361194,-50.528083240518576,82.77235543768342
9,1,6,0-1-3-5,1-5,adjust,1.4326232672452859,0.2675528064607004,0.039113849015250106,-0.7163116336226429,-0.1337764032303502,-92.83185103295219,-33.785800525685254,-92.23679421718535,-33.32555479230574
9,1,7,0-1-3-5,1-5,adjust,2.2381929732863766,0.8743723557276237,0.043717687537035185,-1.1190964866431883,-0.43718617786381186,-49.80031687234553,-87.35605764389263,-49.903773009393404,-86.00557204019722
9,1,8,0-1-3-5,1-5,adjust,2.128373905612423,1.5927260319740129,0.047802022238851334,-1.0641869528062116,-0.7963630159870064,19.697702833669503,-99.61941360392262,18.119324161920833,-98.83682114364545
9,1,9,0-1-3-5,1-5,adjust,1.3515019284371066,1.9841603802006764,0.05243203582623106,-0.6757509642185533,-0.9920801901003382,80.03147330982476,-62.29610837283324,78.41488981205022,-63.24820448975942
10,1,2,0-1-3-6,1-3,adjust,0.16424715778203097,-0.8430948043660654,0.05835728314486276,-0.08212357889101549,0.4215474021830327,71.65820517760845,66.40843349694553,71.10785505907072,66.87758530760189
10,1,4,0-1-3-6,3-6,adjust,-1.4573437427895486,1.299974355967715,0.0062323187964639735,0.7286718713947743,-0.6499871779838575,-50.528083240518576,82.77235543768342,-49.95843297012293,83.96644190532606
10,1,5,0-1-3-6,3-6,adjust,-1.9093012617968839,-0.6880354493725392,0.015061109346904059,0.9546506308984419,0.3440177246862696,-91.38907920574623,32.52863540529501,-92.48402424382559,32.29404508466695
10,1,7,0-1-3-6,1-6,adjust,1.128038782522178,0.4372824057944077,0.0439774851959667,-0.564019391261089,-0.21864120289720385,-49.903773009393404,-86.00557204019722,-49.94668142845748,-85.3277530012923
10,1,8,0-1-3-6,1-6,adjust,1.5568184265853862,1.1327083687222042,0.05214400793915331,-0.7784092132926931,-0.5663541843611021,18.119324161920833,-98.83682114364545,17.008689880457094,-98.24409510910965
10,1,9,0-1-3-6,1-6,adjust,1.1239398605667765,1.7557307816405172,0.06146885365228325,-0.5619699302833883,-0.8778653908202586,78.41488981205022,-63.24820448975942,77.0046979485573,-64.08270522930749
11,1,2,0-1-3-7,1-3,adjust,0.09946983317461693,-0.40037275280383094,0.05851324419191702,-0.04973491658730846,0.20018637640191547,71.10785505907072,66.87758530760189,70.83764739763468,67.09142103983451
11,1,4,0-1-3-7,3-7,adjust,-0.9796661740640685,1.1623846339347188,0.012831929660293971,0.48983308703203426,-0.5811923169673594,-49.95843297012293,83.96644190532606,-49.35032422055178,84.89235428725115
11,1,5,0-1-3-7,3-7,adjust,-1.9760021069662743,0.3670102716070391,0.005776538379899488,0.9880010534831372,-0.18350513580351954,-92.48402424382559,32.29404508466695,-93.3118415740769,32.918779001969256
11,1,6,0-1-3-7,3-7,adjust,-1.9945948174499157,-1.5505895468587776,0.021514628503729285,0.9972974087249579,0.7752947734293888,-92.23679421718535,-33.32555479230574,-92.71070356087283,-34.92211038034327
11,1,8,0-1-3-7,1-7,adjust,0.6526200619914885,0.4706908978127073,0.050991899220899486,-0.32631003099574424,-0.23534544890635364,17.008689880457094,-98.24409510910965,16.55066089774867,-97.99137723120622
11,1,9,0-1-3-7,1-7,adjust,0.6659453828457688,1.0203835889620259,0.06301439581128473,-0.3329726914228844,-0.5101917944810129,77.0046979485573,-64.08270522930749,76.17699289817955,-64.55058393501848
12,1,2,0-1-3-8,1-3,adjust,0.05791101370766317,-0.18909159755759117,0.05237130235548048,-0.028955506853831584,0.09454579877879558,70.83764739763468,67.09142103983451,70.70585097032837,67.18827550493094
12,1,4,0-1-3-8,3-8,adjust,-0.46223184037574283,0.6603017734009405,0.014193528399389149,0.23111592018787142,-0.33015088670047027,-49.35032422055178,84.89235428725115,-48.975339529429746,85.37578397513536
12,1,5,0-1-3-8,3-8,adjust,-1.5575949763116639,0.60235884036065,0.0002371563816252294,0.7787974881558319,-0.301179420180325,-93.3118415740769,32.918779001969256,-93.87057623771203,33.67177522195739
12,1,6,0-1-3-8,3-8,adjust,-2.336831268163742,-0.33434318491901144,0.01265647197432469,1.168415634081871,0.16717159245950572,-92.71070356087283,-34.92211038034327,-93.70062782708304,-35.607517896134276
12,1,7,0-1-3-8,3-8,adjust,-2.190287244968296,-2.3919036427098805,0.026067269698149795,1.095143622484148,1.1959518213549403,-49.94668142845748,-85.3277530012923,-48.6882450866367,-87.30811347928834
12,1,9,0-1-3-8,1-8,adjust,0.2910257653984854,0.42258117858367833,0.061871758383628066,-0.1455128826992427,-0.21129058929183916,76.17699289817955,-64.55058393501848,75.82776329003916,-64.73658279072477
13,1,2,0-1-3-9,1-3,adjust,0.03281667738936256,-0.08877728715355528,0.04076671401534292,-0.01640833869468128,0.04438864357677764,70.70585097032837,67.18827550493094,70.6418913318512,67.23172112469351
13,1,4,0-1-3-9,3-9,adjust,-0.11342782424731761,0.21220705590076028,0.013013054171288346,0.056713912123658804,-0.10610352795038014,-48.975339529429746,85.37578397513536,-48.84528095768883,85.51557941822529
13,1,5,0-1-3-9,3-9,adjust,-1.2071873102116686,0.6261611089050019,0.004046993753958908,0.6035936551058343,-0.31308055445250094,-93.87057623771203,33.67177522195739,-94.2522093486044,34.391104239953016
13,1,6,0-1-3-9,3-9,adjust,-2.4926155562203625,0.2745664575451195,0.003768185495200605,1.2463077781101812,-0.13728322877255975,-93.70062782708304,-35.607517896134276,-94.9517561766102,-35.82283688212976
13,1,7,0-1-3-9,3-9,adjust,-3.1621494884250825,-0.9978849133567489,0.012410067719859984,1.5810747442125412,0.49894245667837445,-48.6882450866367,-87.30811347928834,-48.684116575959735,-89.11631005405837
13,1,8,0-1-3-9,3-9,adjust,-2.73753659298979,-3.405823531082472,0.02463891415590899,1.368768296494895,1.702911765541236,16.55066089774867,-97.99137723120622,19.723327407809112,-98.7985454898452
14,1,2,0-1-4-5,1-4,adjust,-2.084832580261387,3.0472985154283694,0.012864031530865521,1.0424162901306935,-1.5236492577141847,70.6418913318512,67.23172112469351,73.17851856006462,66.02792991619361
14,1,3,0-1-4-5,1-4,adjust,-2.21353558026674,1.929407132769655,0.024127355046565716,1.10676779013337,-0.9647035663848275,12.57556549199397,96.03315009892236,14.3528016684933,96.9026337511278
14,1,6,0-1-4-5,1-5,adjust,1.197496430952353,0.6404143406339035,0.02279587105576628,-0.5987482154761765,-0.32020717031695173,-94.9517561766102,-35.82283688212976,-94.58909641266317,-35.083409318271165
14,1,7,0-1-4-5,1-5,adjust,1.3710480646682623,1.2926855269215194,0.013109741614639934,-0.6855240323341312,-0.6463427634607597,-48.684116575959735,-89.11631005405837,-49.35088023192682,-87.96359599152701
14,1,8,0-1-4-5,1-5,adjust,0.6887096475519907,1.2481544584423874,0.006858415671544639,-0.34435482377599536,-0.6240772292211937,19.723327407809112,-98.7985454898452,18.58231311909438,-98.66910522259411
14,1,9,0-1-4-5,1-5,adjust,-0.2896646492552209,-0.477048406894703,0.0015506778663918724,0.14483232462761045,0.2385242034473515,75.82776329003916,-64.73658279072477,76.20714680770091,-64.51392875900797
15,1,2,0-1-4-6,1-4,adjust,-1.0620410098836106,1.5174413858339046,0.005012868150247168,0.5310205049418053,-0.7587206929169523,73.17851856006462,66.02792991619361,74.44536232404553,65.40360619586517
15,1,3,0-1-4-6,1-4,adjust,-1.0940086511992968,0.944774084356846,0.013708240044751843,0.5470043255996484,-0.472387042178423,14.3528016684933,96.9026337511278,15.235842860412474,97.32142890214263
15,1,5,0-1-4-6,4-6,adjust,0.848179554949377,1.8631439469446347,0.029522098792248017,-0.4240897774746885,-0.9315719734723173,-94.2522093486044,34.391104239953016,-93.2846305077403,35.76711096922854
15,1,7,0-1-4-6,1-6,adjust,-0.05242465305385275,0.40053996513459067,0.02059442534052455,0.026212326526926375,-0.20026998256729533,-49.35088023192682,-87.96359599152701,-49.670948807388186,-87.81337469993844
15,1,8,0-1-4-6,1-6,adjust,-0.2902243883912677,0.1881039835052431,0.014481393425480804,0.14511219419563384,-0.09405199175262155,18.58231311909438,-98.66910522259411,18.446943817458955,-98.84212461331892
15,1,9,0-1-4-6,1-6,adjust,-0.4964836800355029,-0.7789340817827974,0.009176587184634575,0.24824184001775146,0.3894670408913987,76.20714680770091,-64.51392875900797,76.83446746649803,-64.15352872279053
16,1,2,0-1-4-7,1-4,adjust,-0.5414260835385323,0.7555344939410547,0.0012327794200081036,0.27071304176926614,-0.3777672469705273,74.44536232404553,65.40360619586517,75.07951375736013,65.08867786638639
16,1,3,0-1-4-7,1-4,adjust,-0.5411142630580217,0.4625409198455491,0.004939526517512867,0.27055713152901084,-0.23127045992277456,15.235842860412474,97.32142890214263,15.671474015665277,97.52626812275008
16,1,5,0-1-4-7,4-7,adjust,1.0788913771878177,-0.10177578165782976,0.01503794397993016,-0.5394456885939088,0.05088789082891488,-93.2846305077403,35.76711096922854,-92.81249847121325,35.4915678024946
16,1,6,0-1-4-7,4-7,adjust,1.0439076115158932,1.554080285273898,0.017858762007953066,-0.5219538057579466,-0.777040142636949,-94.58909641266317,-35.083409318271165,-94.56438819662479,-33.62255560635721
16,1,8,0-1-4-7,1-7,adjust,-0.29085089571832523,-0.004852578730498442,0.01620689687223284,0.14542544785916262,0.002426289365249221,18.446943817458955,-98.84212461331892,18.477815634041864,-98.98429932227205
16,1,9,0-1-4-7,1-7,adjust,-0.399401901915234,-0.6314334888672953,0.01254350227648755,0.199700950957617,0.31571674443364767,76.83446746649803,-64.15352872279053,77.34079911696502,-63.856321899067694
17,1,2,0-1-4-8,1-4,adjust,-0.2760689342142346,0.3761073626359039,0.0056327629889753456,0.1380344671071173,-0.18805368131795194,75.07951375736013,65.08867786638639,75.39733391891275,64.93198091393587
17,1,3,0-1-4-8,1-4,adjust,-0.26772360245046073,0.2264008813794421,0.0014147713833384263,0.13386180122523036,-0.11320044068972104,15.671474015665277,97.52626812275008,15.885626801413297,97.62723945805124
17,1,5,0-1-4-8,4-8,adjust,0.960196321684351,-0.7638644318347759,0.0049958714431126774,-0.4800981608421755,0.38193221591738796,-92.81249847121325,35.4915678024946,-92.59745802140034,34.703611351092135
17,1,6,0-1-4-8,4-8,adjust,1.4121280816916721,0.17996581910288006,0.007556715073765566,-0.7060640408458361,-0.08998290955144003,-94.56438819662479,-33.62255560635721,-93.95144039177703,-33.23850993575447
17,1,7,0-1-4-8,4-8,adjust,0.9928060595333217,1.2385120995676342,0.01047897083668019,-0.49640302976666084,-0.6192560497838171,-49.670948807388186,-87.81337469993844,-50.36806789375642,-86.84200510025923
17,1,9,0-1-4-8,1-8,adjust,-0.2314301965325627,-0.3763969263556306,0.013349519554089192,0.11571509826628135,0.1881984631778153,77.34079911696502,-63.856321899067694,77.6396019144053,-63.67531793804869
18,1,2,0-1-4-9,1-4,adjust,-0.1407501658047821,0.18718478394089502,0.009358362038737958,0.07037508290239106,-0.09359239197044751,75.39733391891275,64.93198091393587,75.55670008686289,64.85456998216823
18,1,3,0-1-4-9,1-4,adjust,-0.13246863108730228,0.11079130225241178,0.006791248492408074,0.06623431554365114,-0.05539565112620589,15.885626801413297,97.62723945805124,15.990709697206087,97.67719922484
18,1,5,0-1-4-9,4-9,adjust,0.829295232903517,-0.9638834859537769,0.0032520438425010763,-0.4146476164517585,0.48194174297688847,-92.59745802140034,34.703611351092135,-92.49660213471573,33.78126579359314
18,1,6,0-1-4-9,4-9,adjust,1.4667323076635896,-0.43967998438405226,0.0015140015379451327,-0.7333661538317948,0.21983999219202613,-93.95144039177703,-33.23850993575447,-93.13278468917657,-33.35150163348173
18,1,7,0-1-4-9,4-9,adjust,1.5175270069766493,0.28991639459051216,0.0004742177490845436,-0.7587635034883247,-0.14495819729525608,-50.36806789375642,-86.84200510025923,-50.20527347931625,-86.05890636622793
18,1,8,0-1-4-9,4-9,adjust,0.9185088654750327,0.9665065459851601,0.0035469140721016523,-0.45925443273751637,-0.48325327299258003,18.477815634041864,-98.98429932227205,17.561834548518398,-98.68447473023316
19,1,2,0-1-5-6,1-5,adjust,-0.184879819370683,0.26963257006512803,0.008777216927214964,0.0924399096853415,-0.13481628503256401,75.55670008686289,64.85456998216823,75.77937782528846,64.7366495321329
19,1,3,0-1-5-6,1-5,adjust,-0.29390896562185403,0.20971646129790883,0.010190584601828622,0.14695448281092702,-0.10485823064895441,15.990709697206087,97.67719922484,16.193451153601938,97.79275097854797
19,1,4,0-1-5-6,1-5,adjust,-0.2949285377029835,-0.6751449843100712,0.01229491651008412,0.14746426885149175,0.3375724921550356,-48.84528095768883,85.51557941822529,-49.42215928836541,85.35392768540346
19,1,7,0-1-5-6,1-6,adjust,0.685010428641338,0.08872648160226385,0.0008029974322335575,-0.342505214320669,-0.04436324080113192,-50.20527347931625,-86.05890636622793,-50.09907415538633,-85.72429869773572
19,1,8,0-1-5-6,1-6,adjust,0.9935153792135153,0.6126053122088702,0.0029754752597467454,-0.49675768960675765,-0.3063026561044351,17.561834548518398,-98.68447473023316,16.949600438968247,-98.287417517718
19,1,9,0-1-5-6,1-6,adjust,0.741073543228335,1.1864518819372345,0.005443628575780708,-0.3705367716141675,-0.5932259409686172,77.6396019144053,-63.67531793804869,76.69211782812437,-64.2378238371858
20,1,2,0-1-5-7,1-5,adjust,-0.09416122635793545,0.1350745580246129,0.01088906027199815,0.04708061317896772,-0.06753727901230645,75.77937782528846,64.7366495321329,75.89146626466446,64.67781807521165
20,1,3,0-1-5-7,1-5,adjust,-0.14720901917360887,0.10397383835482803,0.012082717800891428,0.07360450958680444,-0.051986919177414014,16.193451153601938,97.79275097854797,16.294266310892315,97.85062245791767
20,1,4,0-1-5-7,1-5,adjust,-0.14052455456242438,-0.3369128281532552,0.013422853362603175,0.07026227728121219,0.1684564140766276,-49.42215928836541,85.35392768540346,-49.70828218711378,85.26895291586374
20,1,6,0-1-5-7,5-7,adjust,-0.03033695441054118,0.538568500509056,0.011053909169511605,0.01516847720527059,-0.269284250254528,-93.13278468917657,-33.35150163348173,-93.30280842465153,-32.91846716572519
20,1,8,0-1-5-7,1-7,adjust,0.3700888035199069,0.21591682861348643,0.0010029426868786726,-0.18504440175995346,-0.10795841430674322,16.949600438968247,-98.287417517718,16.733271411973693,-98.13676824387827
20,1,9,0-1-5-7,1-7,adjust,0.3866769862648764,0.6034210614202992,0.005580809241712891,-0.1933384931324382,-0.3017105307101496,76.69211782812437,-64.2378238371858,76.20523085029049,-64.51585549829774
21,1,2,0-1-5-8,1-5,adjust,-0.04794834188113249,0.06766375434586701,0.0115342351261253,0.023974170940566246,-0.033831877172933504,75.89146626466446,64.67781807521165,75.94789968698224,64.64853437076941
21,1,3,0-1-5-8,1-5,adjust,-0.07372849536347655,0.051544104704356684,0.011951570615372569,0.03686424768173827,-0.025772052352178342,16.294266310892315,97.85062245791767,16.344350249491555,97.87964407761439
21,1,4,0-1-5-8,1-5,adjust,-0.06686140977430952,-0.1681020618235573,0.01231635296632147,0.03343070488715476,0.08405103091177865,-49.70828218711378,85.26895291586374,-49.85019445696736,85.2247974869922
21,1,6,0-1-5-8,5-8,adjust,0.03316151712105357,0.20013428446914636,0.00995535133924682,-0.016580758560526786,-0.10006714223457318,-93.30280842465153,-32.91846716572519,-93.34451250187543,-32.74997427113545
21,1,7,0-1-5-8,5-8,adjust,-0.048301702511907074,0.36018629907430555,0.006726804239404408,0.024150851255953537,-0.18009314953715277,-50.09907415538633,-85.72429869773572,-50.38052773116318,-85.58721586748294
21,1,9,0-1-5-8,1-8,adjust,0.174510019215163,0.2635150164723575,0.00495602179176569,-0.0872550096075815,-0.13175750823617874,76.20523085029049,-64.51585549829774,75.99020409596564,-64.63439422639185
22,1,2,0-1-5-9,1-5,adjust,-0.02441108410711811,0.033893499257177065,0.011420876964471489,0.012205542053559055,-0.016946749628588532,75.94789968698224,64.64853437076941,75.97631450127088,64.63397667647426
22,1,3,0-1-5-9,1-5,adjust,-0.036923662148686,0.02555023093088952,0.010857935924923096,0.018461831074343,-0.01277511546544476,16.344350249491555,97.87964407761439,16.369218646110678,97.89420640150732
22,1,4,0-1-5-9,1-5,adjust,-0.03176699297301847,-0.08386329047185169,0.01049043534537989,0.015883496486509236,0.041931645235925845,-49.85019445696736,85.2247974869922,-49.92058201768829,85.20199648151838
22,1,6,0-1-5-9,5-9,adjust,0.07003979018443489,0.017071506689386978,0.008628586295265575,-0.035019895092217444,-0.008535753344693489,-93.34451250187543,-32.74997427113545,-93.31634368472005,-32.72447877210696
22,1,7,0-1-5-9,5-9,adjust,-0.02902613749195056,0.18561640807507754,0.006845953004061014,0.01451306874597528,-0.09280820403753877,-50.38052773116318,-85.58721586748294,-50.526478974953676,-85.51799192949444
22,1,8,0-1-5-9,5-9,adjust,-0.1490486977622425,0.15163356862723906,0.004130463737600394,0.07452434888112125,-0.07581678431361953,16.733271411973693,-98.13676824387827,16.61582618889027,-98.23230524267987
23,1,2,0-1-6-7,1-6,adjust,-0.5911579347325635,0.9082311535787426,0.00232016759846065,0.29557896736628175,-0.4541155767893713,75.97631450127088,64.63397667647426,76.71284453389424,64.21951285361047
23,1,3,0-1-6-7,1-6,adjust,-1.0415576624613456,0.7060744922275669,0.004163756819057219,0.5207788312306728,-0.35303724611378345,16.369218646110678,97.89420640150732,17.061147124034918,98.3045956197186
23,1,4,0-1-6-7,1-6,adjust,-1.1610190271856067,0.33686217732686147,0.006253186825036014,0.5805095135928033,-0.16843108866343073,-49.92058201768829,85.20199648151838,-49.96189043930288,85.85010859027993
