slot,receiver_id,pair,radial_bias_m,angular_bias_rad,fitted_residual_rad,consistency_rad,geometry_sigma_min,score,success,nfev
2,9,1-2,5.618978562531629,-0.07248924803077603,4.101726777651588e-13,0.08171245220487082,0.003762436596528555,4.54881519799384e-05,True,5
2,9,1-4,8.625110831952023,0.03012458122011424,1.466471819784292e-14,0.05335513592744867,0.005777158104439245,0.0001062854136203503,True,5
2,9,2-4,15.19439404511625,0.04224327933936189,6.866350197783356e-16,0.13853502147730776,0.004615311732486027,3.3076368094705195e-05,True,6
3,3,1-2,11.813972632767266,-0.06835664679949273,9.155133597044475e-16,0.1202726110484912,0.0037624365965285584,3.102461935963544e-05,True,6
3,3,1-5,5.491403560760277,0.010999031020829435,4.577566798522237e-16,0.10020353896297268,0.007071067811865475,6.986976823461249e-05,True,5
3,3,2-5,8.963064345215118,0.05460137128612037,2.482534153247273e-16,0.06694749576211091,0.006879094501123397,0.00010124132499610588,True,6
3,4,1-2,13.850416423461205,-0.06197196620455948,6.280369834735101e-16,0.21771742643304026,0.0027167665947714793,1.2421354068937025e-05,True,6
3,4,1-5,4.671736541744234,-0.008388746392375945,4.965068306494546e-16,0.04819710513252631,0.006569541801853663,0.0001335351294381396,True,5
3,4,2-5,5.953635325736169,0.035689338615022825,4.577566798522237e-16,0.04285296149023467,0.006879094501123398,0.0001568672734372856,True,5
3,6,1-2,8.950830402421444,0.009900439093307718,7.542574481782957e-15,0.12980759082662854,0.002159555653106554,1.6509406216102657e-05,True,5
3,6,1-5,3.3565947556976807,0.00018037503897756755,2.220446049250313e-16,0.016083587685956625,0.006218192675908022,0.00036398634702590135,True,5
3,6,2-5,2.688223151119793,0.020168039556319416,1.457101633618084e-15,0.01806366150100433,0.005777158104439242,0.0003030455667781808,True,5
3,7,1-2,1.3223336937610326,0.0006235391642415974,9.547918415200401e-14,0.02361892969863104,0.0022815779239972285,9.267575609203263e-05,True,4
3,7,1-5,-0.22739430369113545,-0.00826807532452965,5.438959822042073e-16,0.005351481877280916,0.006845687652806597,0.0010778095230490135,True,4
3,7,2-5,-0.6770040852705067,-0.002884694581054424,7.114312260401321e-16,0.006919929471690883,0.00601999669028855,0.0007601073610322564,True,4
3,8,1-2,-3.9832188301539193,-0.03998374766462942,7.364386412590295e-16,0.018758815116501727,0.00271676659477148,0.00013749643279482643,True,5
3,8,1-5,-2.775348323879626,-0.02613950069521921,2.2914852616117644e-13,0.006247238040482206,0.0068456876528065974,0.0009445926316435868,True,4
3,8,2-5,-2.1659261682834043,-0.029801735342753134,4.542427000204526e-15,0.009531151082436556,0.007071067811865474,0.0006714430128780819,True,4
3,9,1-2,1.0052484751074038,-0.08901423387182664,1.1692331599682613e-12,0.04333935543013073,0.003762436596528555,8.485546440694981e-05,True,5
3,9,1-5,2.7909652726827088,-0.04219827786701571,1.2997791147793086e-15,0.022761291529929017,0.006218192675908026,0.0002616942209591501,True,5
3,9,2-5,4.837698859278885,-0.046202184362652374,1.3426356273935429e-15,0.04672791142511494,0.006019996690288537,0.00012613157606391193,True,5
4,3,1-2,7.415326025087724,-0.09745615087976862,2.220446049250313e-16,0.06773516175780649,0.0037624365965285584,5.4738164577044094e-05,True,6
4,3,1-6,2.9814945309852225,-0.03980849152018164,4.002966042486721e-16,0.07470132789938909,0.006845687652806599,9.043021889794148e-05,True,5
4,3,2-6,5.676302524745718,-0.02504799655618284,3.1401849173675503e-16,0.03962769762772603,0.006569541801853662,0.00016170106074064937,True,5
4,4,1-2,10.820680841635927,-0.08018494014579361,2.220446049250313e-16,0.10714294639488306,0.0027167665947714793,2.5121995334316387e-05,True,6
4,4,1-6,3.1224032701992486,-0.03376897548171735,2.482534153247273e-16,0.04180816453391094,0.0068456876528065974,0.00015991546769971213,True,5
4,4,2-6,5.236531893746919,-0.008925112022296438,4.002966042486721e-16,0.0313148271266733,0.0070710678118654745,0.0002188180609522393,True,5
4,5,1-2,8.336325255505145,-0.018612251252527533,1.1826253091720273e-14,0.20395530400072312,0.0022815779239972267,1.1132075527985248e-05,True,5
4,5,1-6,-0.26646543663401623,-0.003257360020247344,2.3629761096480587e-15,0.028912230196713972,0.006218192675908033,0.0002078812791629003,True,4
4,5,2-6,0.720887806953389,0.024550967424776457,2.5963739838424833e-13,0.025512343566867813,0.006569541801853657,0.00024779181762202046,True,4
4,7,1-2,1.4264515287906285,0.0046678685347520295,1.8604850323421528e-14,0.12285000701287412,0.0022815779239972285,1.8422105731169318e-05,True,4
4,7,1-6,-2.7593972109133715,-0.019348537117675754,3.3796248379225406e-13,0.014575133566641973,0.006569541801853661,0.00042179681951004066,True,4
4,7,2-6,-3.3715471524009986,-0.003842588003388012,1.978448892181099e-15,0.01681990162942811,0.006218192675908043,0.00034894652087412236,True,5
4,8,1-2,-2.59817301517061,-0.02733194521577065,4.440892098500626e-16,0.029193399499063227,0.00271676659477148,8.99788245061895e-05,True,5
4,8,1-6,-3.963755782362297,-0.042954945767792185,3.1401849173675503e-16,0.007051411053832578,0.007071067811865475,0.0008782395737327998,True,5
4,8,2-6,-4.407117222016065,-0.03751166600651642,1.1038646274409746e-12,0.009526959428564654,0.006845687652806597,0.0006503005639245637,True,4
4,9,1-2,-0.44602122158319896,-0.06905023306691489,1.7653593440681588e-14,0.0067251088891445475,0.003762436596528555,0.0004870399434518773,True,5
4,9,1-6,-0.19536492550173734,-0.06286311270560901,8.308148362110449e-16,0.0029494970386793624,0.006569541801853662,0.0016633869420624742,True,5
4,9,2-6,0.00035334086987987316,-0.06407784698047156,1.1102230246251565e-16,0.005293639736275357,0.0068456876528065974,0.0010877152076801187,True,5
5,3,1-2,4.722125805820637,-0.08593673819086076,4.1540741810552243e-16,0.023631616788792796,0.0037624365965285584,0.00015274825963679491,True,5
5,3,1-7,2.7866343214300793,-0.06076446558915222,1.817513422402428e-15,0.0322942551444015,0.006019996690288546,0.00018081187472670707,True,5
5,3,2-7,4.014253131146737,-0.05900623460808873,1.9984014443252818e-15,0.014473395283022383,0.0062181926759080335,0.00040186349292909996,True,5
5,4,1-2,8.153781830697246,-0.07548755330271793,6.050460840540378e-15,0.035309213259539875,0.0027167665947714793,7.482306420003956e-05,True,5
5,4,1-7,4.408294277180118,-0.0526724472831768,4.440892098500626e-16,0.02055496430075363,0.007071067811865476,0.0003280482265339799,True,5
5,4,2-7,5.811647542787644,-0.04515648443904734,2.220446049250313e-16,0.013338851015327814,0.006845687652806598,0.000477422329410408,True,5
5,5,1-2,7.997082588034738,-0.031102280049903133,1.807312143953211e-15,0.05145610001460191,0.0022815779239972267,4.349499721409172e-05,True,5
5,5,1-7,3.3155945705321357,-0.022436149446707528,2.220446049250313e-16,0.015597018174458951,0.006019996690288541,0.00036271555691567997,True,5
5,5,2-7,4.36446641456717,-0.010051269207677606,5.087681048627601e-16,0.012131978248147117,0.006845687652806598,0.0005212990399045555,True,5
5,6,1-2,7.260298928774714,0.009796187138616722,2.16795743414916e-15,0.09240249491008666,0.002159555653106554,2.312096325890906e-05,True,5
5,6,1-7,2.969348965532347,0.0022823931672966064,1.9407082725756796e-15,0.012461073966558343,0.005777158104439238,0.0004291751251639776,True,5
5,6,2-7,3.413314859431653,0.016157513052284498,6.661338147750939e-16,0.011146758012938017,0.006218192675908028,0.0005119220016801827,True,5
5,8,1-2,-0.6168948366344214,-0.006524832248238835,5.551115123125783e-16,0.04131691187916316,0.00271676659477148,6.42004927611274e-05,True,4
5,8,1-7,-1.7875838037169671,-0.020256969387763078,4.154445063979141e-14,0.006154407446043335,0.006879094501123397,0.000961518414069051,True,4
5,8,2-7,-2.005665835583067,-0.014481151164960477,2.6194911759236666e-14,0.00736933031053466,0.006569541801853659,0.0007849542983844755,True,4
5,9,1-2,-0.28595064980041823,-0.038329112038080135,4.577566798522237e-16,0.004865894320071281,0.003762436596528555,0.000641408861331623,True,5
5,9,1-7,-0.43317969548619306,-0.04209591077191612,3.3306690738754696e-16,0.0018115234141225396,0.006879094501123395,0.0024467498533247397,True,5
5,9,2-7,-0.520457183284714,-0.041012178972416276,4.1540741810552243e-16,0.0029146117284421726,0.007071067811865475,0.001806326732352437,True,5
6,3,1-2,2.854725986468396,-0.0567248894844416,7.021666937153402e-16,0.0011769075739494826,0.0037624365965285584,0.0017283400735762563,True,5
6,3,1-8,2.98346342464436,-0.058366295124984875,1.0532500405730103e-15,0.0020432918630554765,0.004615311732486024,0.0015165524504942597,True,5
6,3,2-8,2.897730358081217,-0.05819168308879677,8.3820000221454525e-16,0.0007662563756012184,0.0057771581044392326,0.0032708491158157816,True,5
6,4,1-2,5.184642789431743,-0.05214089756575325,3.3306690738754696e-16,0.0008099918352096952,0.0027167665947714793,0.001500982790044868,True,5
6,4,1-8,5.056472506343846,-0.05136836407798641,1.0565363201361521e-15,0.0006985065734637309,0.004468205281232853,0.002630667052480657,True,5
6,4,2-8,5.117109664169025,-0.05127962631789562,1.0532500405730103e-15,0.00037984004003755004,0.006019996690288537,0.004362822150112931,True,5
6,5,1-2,5.744327377325865,-0.02592879739557433,1.8452761694870047e-15,0.0023956281438324714,0.0022815779239972267,0.000671916307485344,True,5
6,5,1-8,5.353898298929517,-0.025208060207650988,2.220446049250313e-16,0.0013012743656992671,0.004468205281232857,0.0019416221498105221,True,5
6,5,2-8,5.491251066734529,-0.024451684669255225,4.965068306494546e-16,0.0008504073389995932,0.007071067811865476,0.003821357418355457,True,5
6,6,1-2,5.566121990550322,0.0017244262664660795,7.447602459741819e-16,0.0046825998523336975,0.002159555653106554,0.00038002951276248676,True,5
6,6,1-8,5.008543315155735,0.0007623281797625056,1.3869458635628036e-15,0.0016162773340190515,0.004615311732486027,0.0017640758770004381,True,5
6,6,2-8,5.147527463975598,0.0024394657548920708,4.440892098500626e-16,0.001212556643740221,0.006019996690288534,0.0027208328009682135,True,5
6,7,1-2,2.7747798565869397,0.014106852443877611,3.6504084194595656e-13,0.009149939752185624,0.0022815779239972285,0.00022478733664462667,True,4
6,7,1-8,2.297358906495737,0.011332927911810708,4.002966042486721e-16,0.0016338438953997444,0.0051058510430088385,0.001938554920406136,True,5
6,7,2-8,2.3640398128144575,0.013362725311926605,6.280369834735101e-16,0.0014002497348686435,0.005777158104439252,0.0024068987574559254,True,5
6,9,1-2,-0.013149419013530474,-0.01764632643121911,5.20740757162067e-16,0.00624652187962292,0.003762436596528555,0.000519205856137474,True,5
6,9,1-8,-0.14418074108870566,-0.021132241588915402,4.910148818092704e-15,0.0016946186559843274,0.007071067811865477,0.0026241441608673417,True,4
6,9,2-8,-0.19315503892040234,-0.01975086784439499,1.2436975805296829e-14,0.0023356153637462424,0.0068790945011233985,0.0020623164696655736,True,4
7,3,1-2,1.508626723188455,-0.027543470118160062,4.5080289771603555e-13,0.024921139942424404,0.0037624365965285584,0.00014514934932976015,True,4
7,3,1-9,5.929114512914981,-0.08394465613417477,5.689283699847428e-15,0.07077065414294867,0.002716766594771482,3.78534461920938e-05,True,5
7,3,2-9,2.6268540864234664,-0.06348538898498708,4.965068306494546e-16,0.018468488435109325,0.005105851043008832,0.00026226232509150426,True,5
7,4,1-2,2.5601852259303897,-0.02564439664809507,1.6219054110245865e-12,0.024310756054546776,0.0027167665947714793,0.00010733644577493546,True,4
7,4,1-9,9.75312887438023,-0.06863280354707754,3.8807942698208303e-14,0.03883022392032552,0.0022815779239972233,5.728257838974701e-05,True,5
7,4,2-9,5.253199893362903,-0.05952917379090527,5.661048867003676e-16,0.014978998868196718,0.004615311732486024,0.0002888361010946662,True,5
7,5,1-2,2.8957916559948838,-0.013414582224130986,9.143818095683901e-13,0.023955357438191684,0.0022815779239972267,9.142637726781263e-05,True,4
7,5,1-9,11.300781783820641,-0.02862637506012776,3.3572337531686502e-12,0.02757821069628425,0.0021595556531065594,7.556651030595647e-05,True,5
7,5,2-9,6.701349149726679,-0.035667430776878874,7.816041058999314e-16,0.01286432723180478,0.004468205281232854,0.0003222807141325103,True,5
7,6,1-2,2.9762240875859174,0.0004850018749206104,5.636850879113867e-12,0.023512048875586465,0.002159555653106554,8.810180103946474e-05,True,4
7,6,1-9,10.148972671325156,0.012984752922235523,7.042897397830995e-13,0.02054305041822695,0.00228157792399723,0.0001059078394054564,True,5
7,6,2-9,6.764925601444061,-0.006095117967347848,7.776515945702112e-16,0.011028267812408414,0.004468205281232849,0.00037147537375443443,True,5
7,7,1-2,1.6162788173262261,0.007593141814501911,8.8456719026079e-15,0.02314800074085341,0.0022815779239972285,9.448309814473676e-05,True,4
7,7,1-9,5.967064376667231,0.03299113262525136,5.661048867003676e-16,0.014794147172933902,0.0027167665947714784,0.00017201097121768906,True,5
7,7,2-9,4.299379461581468,0.012393869032579751,8.746309929968238e-16,0.00910113809541111,0.004615311732486039,0.0004569100718049533,True,5
7,8,1-2,0.2783587902910303,0.0032928918498887037,1.2060109012779447e-15,0.022445255401066184,0.00271676659477148,0.00011587703133521565,True,4
7,8,1-9,1.8776526998546268,0.022653909021073945,2.482534153247273e-16,0.008616523868960908,0.0037624365965285757,0.0003912470501604565,True,5
7,8,2-9,1.45977371838642,0.010147123703796685,2.4837803208737373e-13,0.006297195239427154,0.0051058510430088385,0.0006997004842931487,True,4
8,2,1-3,0.3487773458654515,-0.06420897185057181,4.965068306494546e-16,0.021061576756893078,0.007071067811865474,0.00032051506969718916,True,5
8,2,1-4,-0.2393369540777537,-0.046502321196319814,2.482534153247273e-16,0.02817175468772785,0.006879094501123395,0.000235813531779675,True,5
8,2,3-4,1.9696031560082647,-0.021025024498479327,4.440892098500626e-16,0.07616456191425243,0.0037624365965285614,4.875860761977102e-05,True,5
8,5,1-3,-3.6162505594855108,0.010089799394722815,3.1401849173675503e-16,0.08084924428526385,0.004615311732486027,5.6387957797149366e-05,True,5
8,5,1-4,0.004799404834139427,0.0037790126569849872,9.489809492268385e-16,0.032201210644353974,0.005777158104439241,0.00017400444117304125,True,4
8,5,3-4,2.139885945634538,-0.060177019693836646,3.1401849173675503e-16,0.05158965436994929,0.0037624365965285506,7.1543284351351e-05,True,5
8,6,1-3,-4.208994222387365,-0.0032277003047729274,1.4831220157129448e-12,0.05721322621943372,0.0044682052812328515,7.675584349834918e-05,True,4
8,6,1-4,0.5260121067194088,0.005221073785756463,6.849500233248632e-16,0.031500684676892966,0.006019996690288535,0.00018522676522469007,True,4
8,6,3-4,6.260166206541431,-0.06590336755789623,2.220446049250313e-16,0.06827509992237743,0.002716766594771478,3.9217072192109543e-05,True,5
8,7,1-3,-4.124763676070691,-0.019286427109695893,6.841939571416528e-13,0.04776302184350329,0.004468205281232849,9.163101695323152e-05,True,4
8,7,1-4,0.5659504911057276,0.007777359869705072,7.021666937153402e-16,0.031074688158016003,0.007071067811865474,0.00022045632297436056,True,4
8,7,3-4,9.80333582486238,-0.04582702952002008,8.24298540808982e-15,0.08785153279627583,0.002281577923997231,2.567854320789908e-05,True,5
8,8,1-3,-3.1019833933274095,-0.032542561524034355,1.2366035645442176e-15,0.04157575449796367,0.004615311732486021,0.00010840234746061315,True,5
8,8,1-4,0.4078043924080933,0.00867959888962636,1.3232745389513375e-15,0.030707264158251674,0.006019996690288538,0.00018986175093008967,True,4
8,8,3-4,11.038986109343174,-0.009584342887384432,6.254477849552102e-13,0.1183717205698894,0.002159555653106565,1.8091015550389047e-05,True,5
8,9,1-3,-1.1507443929479428,-0.039534226949868384,2.220446049250313e-16,0.03595904112326213,0.005105851043008833,0.00013814890451243866,True,5
8,9,1-4,0.5183704386649566,0.004717646399107467,1.0068810866857322e-15,0.03019822593446684,0.005777158104439245,0.00018517585315826624,True,4
8,9,3-4,9.580856639297103,0.020901394579465986,9.679215697350011e-14,0.19716896961337738,0.0022815779239972267,1.1513295590366782e-05,True,5
9,2,1-3,0.2544119453159526,-0.030822986894765744,4.440892098500626e-16,0.046733871631824325,0.007071067811865474,0.00014813522494896834,True,5
9,2,1-5,-1.3706304021204174,0.013631597691011455,7.418483333984943e-14,0.07780949034822832,0.006569541801853661,8.335978031104408e-05,True,4
9,2,3-5,2.5951157162268825,0.037157670698253,3.1401849173675503e-16,0.1101071611551295,0.005105851043008838,4.595429304399174e-05,True,5
9,4,1-3,-1.8283296407844523,0.014752356823073791,2.482534153247273e-16,0.02440271217535031,0.005105851043008837,0.00020099629550435693,True,5
9,4,1-5,-1.0112429854167708,0.010079871006167966,3.8459253727671276e-16,0.015053373731557452,0.006569541801853663,0.0004092312252682045,True,4
9,4,3-5,-1.3241804642320323,0.0017282686270243027,3.1401849173675503e-16,0.008861485977841671,0.0070710678118654745,0.0007170387736446471,True,4
9,6,1-3,-4.4644171267713855,-0.005788182244042745,2.496268175449916e-12,0.15214458444756532,0.0044682052812328515,2.917638450847543e-05,True,4
9,6,1-5,1.4326232672452859,0.004669677395690379,3.460386370303537e-13,0.039113849015250106,0.006218192675908022,0.00015501361321732174,True,4
9,6,3-5,3.247557643496907,-0.05189927151136502,3.8459253727671276e-16,0.050930978573806254,0.005105851043008833,9.831994665288671e-05,True,5
9,7,1-3,-4.398880633893324,-0.02302539061595678,1.1218006167402218e-12,0.10315907073940156,0.004468205281232849,4.28978988533027e-05,True,4
9,7,1-5,2.2381929732863766,0.015260676495866134,2.482534153247273e-16,0.043717687537035185,0.006845687652806597,0.00015308679920304462,True,5
9,7,3-5,7.191606685109023,-0.04536184811183005,0.0,0.07414888928011903,0.004615311732486037,6.14155681700413e-05,True,5
9,8,1-3,-3.3152021277618244,-0.03672253868328453,5.551115123125783e-16,0.08364833893242436,0.004615311732486021,5.4523358528871684e-05,True,5
9,8,1-5,2.128373905612423,0.027798313340171004,2.220446049250313e-16,0.047802022238851334,0.0068456876528065974,0.00014027467180154554,True,5
9,8,3-5,9.852788877557632,-0.015612323745361366,5.1919784804489984e-14,0.11053320974635183,0.004468205281232857,4.00616577913827e-05,True,5
9,9,1-3,-1.4512574920643582,-0.04201218116610985,5.438959822042073e-16,0.07072476833282222,0.005105851043008833,7.118672059442996e-05,True,5
9,9,1-5,1.3515019284371066,0.03463013152212431,7.870063977598499e-16,0.05243203582623106,0.006218192675908026,0.00011637573938096829,True,5
9,9,3-5,9.804096152990233,0.021303687110244662,3.7684508657017654e-14,0.20642835488281636,0.004468205281232852,2.1540957039152626e-05,True,5
10,2,1-3,0.16424715778203097,-0.014714780242645305,6.125373197167204e-15,0.05835728314486276,0.007071067811865474,0.00011912721467740323,True,4
10,2,1-6,-2.242158637714509,0.04783344970658572,7.108895957933346e-16,0.11621643072153508,0.006218192675908032,5.3048814382347695e-05,True,5
10,2,3-6,2.5802201140287413,0.057646265124858175,1.6946818973100072e-15,0.11422461940898496,0.0057771581044392456,5.013822683096453e-05,True,5
10,4,1-3,-1.1011330709090559,0.013530379727985424,3.1401849173675503e-16,0.011850699235782637,0.005105851043008837,0.0003973208733102747,True,5
10,4,1-6,-1.8574857157336548,0.017840079174945418,5.978733960281817e-16,0.013862219577499169,0.0068456876528065974,0.00046061004664274416,True,4
10,4,3-6,-1.4573437427895486,0.022688832703129425,4.094074418375891e-14,0.0062323187964639735,0.006879094501123393,0.0009511602979236371,True,4
10,5,1-3,-3.6110302677322585,0.008193111782379787,2.5836550054614797e-15,0.061031637852985154,0.004615311732486027,7.44025450919788e-05,True,5
10,5,1-6,-1.2881522871510964,0.004122595225156171,9.614532995769635e-15,0.020784070449984027,0.006218192675908033,0.0002854467758991567,True,4
10,5,3-6,-1.9093012617968839,-0.012008483961989563,1.1102435635611287e-13,0.015061109346904059,0.006879094501123393,0.0004283075566289826,True,4
10,7,1-3,-5.492326585114017,-0.030370545144532655,2.220446049250313e-16,0.19997474720445022,0.004468205281232849,2.2232670240343057e-05,True,5
10,7,1-6,1.128038782522178,0.0076320177421543445,1.5359388850426525e-13,0.0439774851959667,0.006569541801853661,0.0001460628973191853,True,4
10,7,3-6,2.915389164120577,-0.046980784734012765,3.1401849173675503e-16,0.05523610024272166,0.005777158104439249,0.00010273041835234577,True,5
10,8,1-3,-4.41251068105732,-0.050117845396166344,7.850462293418876e-16,0.1251498555258167,0.004615311732486021,3.658594544756726e-05,True,5
10,8,1-6,1.5568184265853862,0.019769490499096418,7.357899966945872e-13,0.05214400793915331,0.007071067811865475,0.00013305484637066557,True,4
10,8,3-6,6.003225548258812,-0.03406671806163903,9.883479487474066e-16,0.08844811947552308,0.00601999669028854,6.730154558403964e-05,True,5
10,9,1-3,-2.2756756722269507,-0.05941108016189961,7.195067539997724e-16,0.09569433719637113,0.005105851043008833,5.2804033731982103e-05,True,5
10,9,1-6,1.1239398605667765,0.030643282918240634,1.0235750533041806e-15,0.06146885365228325,0.006569541801853662,0.00010516507695853235,True,5
10,9,3-6,7.539803666743119,-0.005332315554989265,1.942097114741681e-15,0.1741440820367433,0.007071067811865472,4.037286175836669e-05,True,5
11,2,1-3,0.09946983317461693,-0.006987822771700208,4.965068306494546e-16,0.05851324419191702,0.007071067811865474,0.0001188150286188877,True,4
11,2,1-7,-2.728382362302096,0.06471577842127166,1.2609709600486848e-15,0.13748629141691007,0.005777158104439227,4.1716461935190496e-05,True,5
11,2,3-7,2.2544261321784345,0.05748299458528363,6.280369834735101e-16,0.10207507450951021,0.006218192675908016,6.032683173403183e-05,True,5
11,4,1-3,-0.26977251998381585,0.0014758300689116295,3.1401849173675503e-16,0.01997676874985939,0.005105851043008837,0.00024340503076972054,True,4
11,4,1-7,-2.2422975873432645,0.012818294851269972,6.439293542825908e-15,0.036648295732693174,0.007071067811865476,0.00018781906788213723,True,4
11,4,3-7,-0.9796661740640685,0.020287439036749854,4.2544146121113764e-14,0.012831929660293971,0.006569541801853661,0.000474954830106766,True,4
11,5,1-3,-2.6343559835158383,0.014135362251885933,9.37769710872775e-13,0.013911328334372182,0.004615311732486027,0.00030951714220169425,True,4
11,5,1-7,-1.4939723730065237,0.012182254912030762,1.395804689683384e-15,0.01012199265677371,0.006019996690288541,0.000541269615622533,True,4
11,5,3-7,-1.9760021069662743,0.006405537628181492,5.3440836407497815e-15,0.005776538379899488,0.007071067811865475,0.0010434631098437542,True,4
11,6,1-3,-5.176368511946885,-0.008096085138347782,8.459761032879693e-16,0.09509296720698467,0.0044682052812328515,4.6498775208057815e-05,True,5
11,6,1-7,-0.9677858775971473,-0.0006594048549369305,1.1561288423024613e-14,0.028390542616575757,0.005777158104439238,0.0001965652073800441,True,4
11,6,3-7,-1.9945948174499157,-0.027062892939692565,4.002966042486721e-16,0.021514628503729285,0.0065695418018536615,0.00029178992674764735,True,5
11,8,1-3,-5.212878760453611,-0.05963992216529293,5.551115123125783e-16,0.2139696600218587,0.004615311732486021,2.1469595904913854e-05,True,5
11,8,1-7,0.6526200619914885,0.008215105925999918,1.4546887564889487e-14,0.050991899220899486,0.006879094501123397,0.0001323108908158171,True,4
11,8,3-7,2.523643440402464,-0.048060442857517385,8.711006819470244e-16,0.06646559834693135,0.006218192675908028,9.21683469541312e-05,True,5
11,9,1-3,-2.959771750348361,-0.07474356057820757,4.577566798522237e-16,0.12034697713535565,0.005105851043008833,4.20764584626904e-05,True,5
