phase,receiver_id,reference_id,b_rr,b_rt,b_tr,b_tt,operator_norm
7,3,9,0.266044443118978,0.46080249255343836,-0.7309511000407714,-1.2660444431189781,1.555723826860412
7,4,2,-1.1736481776669303,-0.9848077530122079,0.2069458395820018,0.1736481776669302,1.555723826860412
7,4,9,0.1736481776669303,0.9848077530122087,-0.2069458395820019,-1.1736481776669312,1.5557238268604132
7,5,2,-0.7660444431189785,-1.326827896337877,-0.13507430374366639,-0.23395555688102096,1.5557238268604126
7,5,9,-0.23395555688102182,1.3268278963378777,0.13507430374366683,-0.7660444431189796,1.5557238268604134
7,6,2,-0.23395555688102257,-1.326827896337878,-0.13507430374366772,-0.7660444431189807,1.5557238268604145
7,6,9,-0.7660444431189799,1.3268278963378792,0.1350743037436648,-0.23395555688101885,1.5557238268604148
7,7,2,0.17364817766692975,-0.9848077530122074,0.20694583958200075,-1.1736481776669272,1.5557238268604092
7,7,9,-1.1736481776669305,0.9848077530122075,-0.2069458395819994,0.173648177666928,1.5557238268604112
7,8,2,0.2660444431189776,-0.46080249255343764,0.7309511000407708,-1.2660444431189772,1.5557238268604108
7,8,9,-1.266044443118978,0.4608024925534377,-0.7309511000407714,0.26604444311897757,1.5557238268604119
8,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
8,5,4,-1.0685790213016284,-0.38893095671510325,0.18841931247452173,0.06857902130162849,1.154700538379251
8,6,4,-0.8711135994842797,-0.730951100040772,-0.15360083085114523,-0.12888640051571976,1.1547005383792517
8,7,4,-0.5000000000000006,-0.8660254037844393,-0.28867513459481275,-0.49999999999999967,1.1547005383792524
8,8,4,-0.12888640051572062,-0.7309511000407727,-0.15360083085114629,-0.8711135994842806,1.1547005383792528
8,9,4,0.06857902130162884,-0.388930956715103,0.1884193124745227,-1.068579021301627,1.1547005383792497
9,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
9,4,3,-0.5000000000000002,-0.18198511713310106,-1.3737387097273115,-0.49999999999999994,1.5557238268604126
9,4,5,-0.5,0.18198511713310103,1.3737387097273113,-0.5000000000000001,1.555723826860412
9,6,5,-0.939692620785908,-0.34202014332566855,-0.16569316261720443,-0.06030737921409178,1.0154266118857447
9,7,5,-0.6736481776669302,-0.5652579374235678,-0.3889309567151032,-0.32635182233306953,1.0154266118857451
9,8,5,-0.3263518223330697,-0.565257937423568,-0.3889309567151031,-0.6736481776669303,1.0154266118857451
9,9,5,-0.06030737921409172,-0.34202014332566916,-0.16569316261720402,-0.9396926207859092,1.0154266118857462
10,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
10,4,3,-0.6974654218173498,-0.2538566529714363,-0.8312069221610622,-0.3025345781826508,1.1547005383792521
10,4,6,-0.30253457818265067,0.25385665297143617,0.831206922161062,-0.6974654218173492,1.1547005383792517
10,5,3,-0.30253457818265084,-0.2538566529714363,-0.8312069221610623,-0.6974654218173494,1.154700538379252
10,5,6,-0.697465421817349,0.2538566529714363,0.8312069221610623,-0.302534578182651,1.1547005383792517
10,7,6,-0.82635182233307,-0.30076746636087076,-0.4770944470693342,-0.17364817766692991,1.0154266118857447
10,8,6,-0.5000000000000001,-0.41954981558864,-0.5958767962971049,-0.4999999999999999,1.0154266118857447
10,9,3,-0.49999999999999917,0.866025403784438,0.2886751345948127,-0.5000000000000002,1.154700538379251
10,9,6,-0.49999999999999994,-0.8660254037844386,-0.28867513459481287,-0.5000000000000001,1.1547005383792515
11,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
11,4,7,-0.5000000000000001,0.8660254037844384,0.2886751345948129,-0.4999999999999998,1.1547005383792515
11,5,3,-0.5000000000000001,-0.41954981558864,-0.5958767962971051,-0.5,1.015426611885745
11,5,7,-0.5000000000000001,0.41954981558863996,0.5958767962971053,-0.4999999999999999,1.0154266118857451
11,6,3,-0.17364817766693028,-0.3007674663608704,-0.4770944470693361,-0.8263518223330703,1.0154266118857458
11,6,7,-0.82635182233307,0.3007674663608704,0.4770944470693342,-0.1736481776669301,1.0154266118857447
11,8,7,-0.6974654218173499,-0.2538566529714364,-0.8312069221610613,-0.30253457818265034,1.1547005383792515
11,9,7,-0.30253457818265095,-0.2538566529714365,-0.8312069221610618,-0.697465421817349,1.1547005383792517
12,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
12,4,3,-0.939692620785909,-0.3420201433256689,-0.16569316261720252,-0.060307379214091086,1.0154266118857453
12,4,8,-0.06030737921409168,0.3420201433256688,0.16569316261720413,-0.9396926207859092,1.0154266118857456
12,5,3,-0.6736481776669297,-0.5652579374235676,-0.388930956715103,-0.3263518223330695,1.0154266118857445
12,5,8,-0.32635182233306936,0.5652579374235676,0.38893095671510325,-0.6736481776669306,1.0154266118857451
12,6,3,-0.3263518223330697,-0.565257937423568,-0.3889309567151033,-0.6736481776669304,1.0154266118857451
12,6,8,-0.6736481776669303,0.565257937423568,0.3889309567151028,-0.32635182233306953,1.015426611885745
12,7,3,-0.060307379214091864,-0.34202014332566877,-0.16569316261720496,-0.9396926207859091,1.015426611885746
12,7,8,-0.9396926207859084,0.3420201433256689,0.16569316261720143,-0.060307379214090615,1.0154266118857445
12,9,8,-0.5,-0.18198511713310134,-1.3737387097273108,-0.5,1.5557238268604119
13,2,3,-0.4999999999999997,0.181985117133101,1.3737387097273128,-0.5000000000000004,1.5557238268604137
13,4,3,-1.0685790213016293,-0.3889309567151032,0.18841931247452193,0.06857902130162871,1.154700538379252
13,4,9,0.06857902130162882,0.3889309567151032,-0.1884193124745228,-1.0685790213016295,1.154700538379252
13,5,3,-0.87111359948428,-0.7309511000407722,-0.15360083085114565,-0.12888640051571992,1.154700538379252
13,5,9,-0.12888640051572048,0.7309511000407724,0.15360083085114618,-0.8711135994842816,1.1547005383792532
13,6,3,-0.4999999999999997,-0.866025403784438,-0.28867513459481325,-0.5000000000000004,1.1547005383792512
13,6,9,-0.5000000000000001,0.8660254037844387,0.2886751345948128,-0.5000000000000001,1.1547005383792515
13,7,3,-0.12888640051572106,-0.7309511000407728,-0.15360083085114737,-0.8711135994842814,1.1547005383792541
13,7,9,-0.8711135994842807,0.7309511000407726,0.15360083085114393,-0.1288864005157186,1.1547005383792524
13,8,3,0.06857902130162864,-0.388930956715103,0.188419312474522,-1.0685790213016289,1.1547005383792515
13,8,9,-1.068579021301629,0.388930956715103,-0.18841931247452232,0.06857902130162874,1.1547005383792517
14,2,4,-0.30253457818265084,0.25385665297143634,0.8312069221610618,-0.6974654218173493,1.1547005383792517
14,3,5,-0.4999999999999999,0.4195498155886399,0.5958767962971052,-0.5000000000000003,1.0154266118857451
14,6,5,-0.939692620785908,-0.34202014332566855,-0.16569316261720443,-0.06030737921409178,1.0154266118857447
14,7,4,-0.5000000000000006,-0.8660254037844393,-0.28867513459481275,-0.49999999999999967,1.1547005383792524
14,8,5,-0.3263518223330697,-0.565257937423568,-0.3889309567151031,-0.6736481776669303,1.0154266118857451
14,9,5,-0.06030737921409172,-0.34202014332566916,-0.16569316261720402,-0.9396926207859092,1.0154266118857462
15,2,4,-0.30253457818265084,0.25385665297143634,0.8312069221610618,-0.6974654218173493,1.1547005383792517
15,3,4,-0.6974654218173498,0.2538566529714365,0.8312069221610615,-0.3025345781826506,1.1547005383792517
15,5,4,-0.4999999999999999,-0.1819851171331012,-1.3737387097273095,-0.49999999999999967,1.5557238268604108
15,5,6,-0.49999999999999983,0.18198511713310125,1.3737387097273108,-0.5000000000000001,1.5557238268604117
15,7,4,-0.5000000000000006,-0.8660254037844393,-0.28867513459481275,-0.49999999999999967,1.1547005383792524
15,8,6,-0.5000000000000001,-0.41954981558864,-0.5958767962971049,-0.4999999999999999,1.0154266118857447
15,9,6,-0.17364817766693041,-0.3007674663608707,-0.4770944470693355,-0.8263518223330697,1.015426611885745
16,2,4,-0.30253457818265084,0.25385665297143634,0.8312069221610618,-0.6974654218173493,1.1547005383792517
16,3,4,-0.6974654218173498,0.2538566529714365,0.8312069221610615,-0.3025345781826506,1.1547005383792517
16,5,4,-0.6974654218173494,-0.25385665297143634,-0.831206922161062,-0.30253457818265095,1.1547005383792517
16,5,7,-0.3025345781826509,0.25385665297143634,0.8312069221610618,-0.6974654218173487,1.154700538379251
16,6,4,-0.30253457818265056,-0.2538566529714361,-0.8312069221610621,-0.6974654218173495,1.1547005383792517
16,6,7,-0.6974654218173497,0.2538566529714361,0.8312069221610617,-0.3025345781826508,1.1547005383792517
16,8,7,-0.6974654218173499,-0.2538566529714364,-0.8312069221610613,-0.30253457818265034,1.1547005383792515
16,9,7,-0.30253457818265095,-0.2538566529714365,-0.8312069221610618,-0.697465421817349,1.1547005383792517
17,2,4,-0.30253457818265084,0.25385665297143634,0.8312069221610618,-0.6974654218173493,1.1547005383792517
17,3,4,-0.6974654218173498,0.2538566529714365,0.8312069221610615,-0.3025345781826506,1.1547005383792517
17,5,4,-0.8263518223330691,-0.3007674663608706,-0.4770944470693354,-0.17364817766693041,1.0154266118857447
17,5,8,-0.17364817766693033,0.3007674663608705,0.47709444706933557,-0.8263518223330697,1.015426611885745
17,6,4,-0.4999999999999998,-0.4195498155886399,-0.5958767962971048,-0.49999999999999983,1.0154266118857447
17,6,8,-0.5000000000000001,0.41954981558864,0.5958767962971048,-0.4999999999999999,1.0154266118857447
17,7,4,-0.5000000000000006,-0.8660254037844393,-0.28867513459481275,-0.49999999999999967,1.1547005383792524
17,9,8,-0.5,-0.18198511713310134,-1.3737387097273108,-0.5,1.5557238268604119
18,2,4,-0.4999999999999997,0.41954981558863974,0.5958767962971047,-0.49999999999999983,1.0154266118857447
18,2,9,-0.49999999999999956,-0.4195498155886398,-0.5958767962971049,-0.5000000000000002,1.0154266118857447
18,3,4,-0.6974654218173498,0.2538566529714365,0.8312069221610615,-0.3025345781826506,1.1547005383792517
18,5,4,-0.9396926207859092,-0.34202014332566916,-0.16569316261720282,-0.06030737921409149,1.0154266118857456
18,5,9,-0.06030737921409168,0.3420201433256692,0.16569316261720374,-0.9396926207859096,1.0154266118857462
18,6,4,-0.6736481776669303,-0.5652579374235681,-0.38893095671510325,-0.32635182233306986,1.0154266118857451
18,6,9,-0.3263518223330698,0.5652579374235682,0.38893095671510286,-0.6736481776669302,1.0154266118857447
18,7,4,-0.5000000000000006,-0.8660254037844393,-0.28867513459481275,-0.49999999999999967,1.1547005383792524
18,8,4,-0.06030737921409163,-0.34202014332566855,-0.1656931626172039,-0.9396926207859088,1.015426611885745
18,8,9,-0.939692620785908,0.34202014332566844,0.1656931626172046,-0.06030737921409186,1.0154266118857447
19,2,5,-0.1736481776669303,0.30076746636087054,0.47709444706933557,-0.8263518223330698,1.0154266118857451
19,3,5,-0.4999999999999999,0.4195498155886399,0.5958767962971052,-0.5000000000000003,1.0154266118857451
19,4,6,-0.6736481776669303,0.565257937423568,0.3889309567151031,-0.32635182233306975,1.0154266118857447
19,7,5,-0.6736481776669302,-0.5652579374235678,-0.3889309567151032,-0.32635182233306953,1.0154266118857451
19,8,6,-0.5000000000000001,-0.41954981558864,-0.5958767962971049,-0.4999999999999999,1.0154266118857447
19,9,6,-0.17364817766693041,-0.3007674663608707,-0.4770944470693355,-0.8263518223330697,1.015426611885745
20,2,5,-0.1736481776669303,0.30076746636087054,0.47709444706933557,-0.8263518223330698,1.0154266118857451
20,3,5,-0.4999999999999999,0.4195498155886399,0.5958767962971052,-0.5000000000000003,1.0154266118857451
20,4,7,-0.5000000000000001,0.8660254037844384,0.2886751345948129,-0.4999999999999998,1.1547005383792515
20,6,5,-0.4999999999999998,-0.18198511713310106,-1.3737387097273113,-0.49999999999999983,1.555723826860412
20,6,7,-0.5000000000000004,0.1819851171331011,1.3737387097273115,-0.5,1.555723826860413
20,8,7,-0.6974654218173499,-0.2538566529714364,-0.8312069221610613,-0.30253457818265034,1.1547005383792515
20,9,7,-0.30253457818265095,-0.2538566529714365,-0.8312069221610618,-0.697465421817349,1.1547005383792517
21,2,5,-0.4999999999999998,0.8660254037844383,0.28867513459481275,-0.4999999999999999,1.1547005383792508
21,2,8,-0.4999999999999994,-0.8660254037844383,-0.2886751345948125,-0.5000000000000001,1.154700538379251
21,3,5,-0.4999999999999999,0.4195498155886399,0.5958767962971052,-0.5000000000000003,1.0154266118857451
21,4,5,-0.8263518223330699,0.30076746636087065,0.4770944470693343,-0.17364817766692991,1.0154266118857445
21,6,5,-0.6974654218173498,-0.25385665297143634,-0.8312069221610622,-0.3025345781826507,1.1547005383792521
21,6,8,-0.3025345781826508,0.2538566529714362,0.8312069221610617,-0.697465421817349,1.1547005383792512
21,7,5,-0.30253457818265106,-0.25385665297143645,-0.8312069221610626,-0.6974654218173494,1.154700538379252
21,7,8,-0.6974654218173495,0.2538566529714365,0.8312069221610621,-0.3025345781826507,1.1547005383792517
21,9,8,-0.5,-0.18198511713310134,-1.3737387097273108,-0.5,1.5557238268604119
22,2,5,-0.3263518223330697,0.5652579374235681,0.38893095671510297,-0.6736481776669303,1.0154266118857447
22,2,9,-0.6736481776669302,-0.5652579374235682,-0.38893095671510286,-0.32635182233306964,1.0154266118857447
22,3,5,-0.4999999999999999,0.4195498155886399,0.5958767962971052,-0.5000000000000003,1.0154266118857451
22,4,5,-0.8263518223330699,0.30076746636087065,0.4770944470693343,-0.17364817766692991,1.0154266118857445
22,6,5,-0.8263518223330698,-0.30076746636087054,-0.4770944470693361,-0.17364817766693047,1.0154266118857453
22,6,9,-0.17364817766693041,0.30076746636087065,0.4770944470693356,-0.8263518223330698,1.0154266118857453
22,7,5,-0.5000000000000002,-0.41954981558864,-0.5958767962971051,-0.49999999999999983,1.0154266118857451
22,7,9,-0.5,0.41954981558864,0.5958767962971049,-0.4999999999999997,1.0154266118857447
22,8,5,-0.3263518223330697,-0.565257937423568,-0.3889309567151031,-0.6736481776669303,1.0154266118857451
23,2,6,-0.06030737921409163,0.3420201433256686,0.16569316261720393,-0.9396926207859082,1.0154266118857445
23,3,6,-0.32635182233306964,0.5652579374235679,0.38893095671510347,-0.6736481776669306,1.0154266118857451
23,4,7,-0.5000000000000001,0.8660254037844384,0.2886751345948129,-0.4999999999999998,1.1547005383792515
23,5,6,-0.9396926207859082,0.34202014332566877,0.16569316261720418,-0.06030737921409183,1.015426611885745
23,8,6,-0.5000000000000001,-0.41954981558864,-0.5958767962971049,-0.4999999999999999,1.0154266118857447
23,9,7,-0.30253457818265095,-0.2538566529714365,-0.8312069221610618,-0.697465421817349,1.1547005383792517
24,2,6,-0.06030737921409163,0.3420201433256686,0.16569316261720393,-0.9396926207859082,1.0154266118857445
24,3,6,-0.32635182233306964,0.5652579374235679,0.38893095671510347,-0.6736481776669306,1.0154266118857451
24,4,6,-0.6736481776669303,0.565257937423568,0.3889309567151031,-0.32635182233306975,1.0154266118857447
24,5,6,-0.9396926207859082,0.34202014332566877,0.16569316261720418,-0.06030737921409183,1.015426611885745
24,7,6,-0.5000000000000001,-0.1819851171331011,-1.373738709727311,-0.5,1.5557238268604119
24,7,8,-0.4999999999999996,0.18198511713310112,1.3737387097273113,-0.5000000000000001,1.555723826860412
24,9,8,-0.5,-0.18198511713310134,-1.3737387097273108,-0.5,1.5557238268604119
25,2,6,-0.06030737921409163,0.3420201433256686,0.16569316261720393,-0.9396926207859082,1.0154266118857445
25,3,6,-0.5000000000000004,0.8660254037844389,0.2886751345948131,-0.5,1.1547005383792517
25,3,9,-0.4999999999999996,-0.8660254037844386,-0.28867513459481287,-0.5000000000000007,1.1547005383792515
25,4,6,-0.6736481776669303,0.565257937423568,0.3889309567151031,-0.32635182233306975,1.0154266118857447
25,5,6,-0.9396926207859082,0.34202014332566877,0.16569316261720418,-0.06030737921409183,1.015426611885745
25,7,6,-0.6974654218173496,-0.25385665297143634,-0.831206922161062,-0.3025345781826509,1.154700538379252
25,7,9,-0.30253457818265067,0.2538566529714362,0.8312069221610618,-0.697465421817349,1.1547005383792515
25,8,6,-0.5000000000000001,-0.41954981558864,-0.5958767962971049,-0.4999999999999999,1.0154266118857447
26,2,7,0.06857902130162873,0.38893095671510297,-0.18841931247452254,-1.0685790213016295,1.1547005383792521
26,3,7,-0.12888640051572078,0.7309511000407716,0.15360083085114676,-0.8711135994842796,1.1547005383792512
26,4,7,-0.5000000000000001,0.8660254037844384,0.2886751345948129,-0.4999999999999998,1.1547005383792515
26,5,7,-0.8711135994842798,0.7309511000407716,0.1536008308511455,-0.12888640051571987,1.1547005383792512
26,6,7,-1.0685790213016286,0.3889309567151028,-0.18841931247452073,0.0685790213016279,1.154700538379251
26,9,8,-0.5,-0.18198511713310134,-1.3737387097273108,-0.5,1.5557238268604119
27,2,7,0.06857902130162873,0.38893095671510297,-0.18841931247452254,-1.0685790213016295,1.1547005383792521
27,3,7,-0.12888640051572078,0.7309511000407716,0.15360083085114676,-0.8711135994842796,1.1547005383792512
27,4,7,-0.5000000000000001,0.8660254037844384,0.2886751345948129,-0.4999999999999998,1.1547005383792515
27,5,7,-0.8711135994842798,0.7309511000407716,0.1536008308511455,-0.12888640051571987,1.1547005383792512
27,6,7,-1.0685790213016286,0.3889309567151028,-0.18841931247452073,0.0685790213016279,1.154700538379251
27,8,7,-0.5000000000000003,-0.1819851171331013,-1.3737387097273124,-0.5000000000000002,1.5557238268604137
27,8,9,-0.5000000000000003,0.18198511713310125,1.3737387097273117,-0.49999999999999994,1.5557238268604128
28,2,8,0.26604444311897774,0.4608024925534379,-0.7309511000407714,-1.2660444431189786,1.5557238268604123
28,3,8,0.17364817766693,0.9848077530122074,-0.20694583958200155,-1.1736481776669303,1.5557238268604119
28,4,8,-0.23395555688102218,1.3268278963378775,0.1350743037436673,-0.7660444431189798,1.5557238268604132
28,5,8,-0.7660444431189776,1.3268278963378761,0.13507430374366644,-0.2339555568810213,1.5557238268604117
28,6,8,-1.1736481776669294,0.9848077530122077,-0.2069458395819992,0.17364817766692828,1.5557238268604106
28,7,8,-1.266044443118978,0.4608024925534381,-0.7309511000407704,0.2660444431189775,1.5557238268604114
