case_id,suite,receiver_id,true_emitter_id,assumed_emitter_id,local_status,local_residual_norm_rad,position_candidate_count,nearest_distance_m,continuum_branch_count,continuum_distance_bound_m,local_message
table1_k02_q04,table1,2,4,5,consistent,2.1552057019121098e-14,2,45.88266388781658,0,,`gtol` termination condition is satisfied.
table1_k02_q04,table1,2,4,6,consistent,0.0,2,79.69213817090673,0,,`gtol` termination condition is satisfied.
table1_k02_q04,table1,2,4,7,nonzero_residual,1.0225981521559453,1,127.41345939312522,0,,`gtol` termination condition is satisfied.
table1_k02_q04,table1,2,4,8,nonzero_residual,1.0384243073927022,1,72.83729891759992,0,,`ftol` termination condition is satisfied.
table1_k02_q04,table1,2,4,9,nonzero_residual,1.455421898880942,0,,0,,`ftol` termination condition is satisfied.
table1_k02_q05,table1,2,5,3,nonzero_residual,0.41929100549834036,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q05,table1,2,5,4,consistent,3.344407505060115e-14,2,67.02391967260407,0,,`gtol` termination condition is satisfied.
table1_k02_q05,table1,2,5,5,consistent,4.965068306494546e-16,2,2.007449252051218,0,,`gtol` termination condition is satisfied.
table1_k02_q05,table1,2,5,6,consistent,3.1401849173675503e-16,2,53.967898835105906,0,,`gtol` termination condition is satisfied.
table1_k02_q05,table1,2,5,7,nonzero_residual,0.6123549624309272,2,70.15300624146273,0,,`gtol` termination condition is satisfied.
table1_k02_q05,table1,2,5,8,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
table1_k02_q05,table1,2,5,9,nonzero_residual,1.0808044043403433,0,,0,,`ftol` termination condition is satisfied.
table1_k02_q06,table1,2,6,3,nonzero_residual,0.46033658150642615,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q06,table1,2,6,4,nonzero_residual,0.20460803806658326,1,134.82696586722778,0,,`gtol` termination condition is satisfied.
table1_k02_q06,table1,2,6,5,consistent,3.989147353830247e-14,2,67.93560101227918,0,,`gtol` termination condition is satisfied.
table1_k02_q06,table1,2,6,6,consistent,1.3440693017233997e-15,2,2.0074492520512006,0,,`gtol` termination condition is satisfied.
table1_k02_q06,table1,2,6,7,nonzero_residual,0.20460803806658293,1,63.448046448563105,0,,`gtol` termination condition is satisfied.
table1_k02_q06,table1,2,6,8,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
table1_k02_q06,table1,2,6,9,nonzero_residual,0.7739698239722911,0,,0,,`ftol` termination condition is satisfied.
table1_k02_q07,table1,2,7,3,nonzero_residual,0.3762786831331241,1,127.9886609707458,0,,`xtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,4,consistent,1.2959208739370123e-15,1,127.41345939312524,0,,`gtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,5,nonzero_residual,0.24746438405027485,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,6,nonzero_residual,0.20257171568481108,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,7,consistent,8.005932084973442e-16,1,2.0074492520512015,0,,`gtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,8,consistent,1.1867577889912911e-14,1,77.49749264444424,0,,`gtol` termination condition is satisfied.
table1_k02_q07,table1,2,7,9,nonzero_residual,0.45923513576678077,0,,0,,`ftol` termination condition is satisfied.
table1_k02_q08,table1,2,8,3,nonzero_residual,0.6109907113927088,1,127.41345939312528,0,,`ftol` termination condition is satisfied.
table1_k02_q08,table1,2,8,4,nonzero_residual,0.7439952391259171,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q08,table1,2,8,5,nonzero_residual,0.6103124881863508,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q08,table1,2,8,6,nonzero_residual,0.610312488186351,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q08,table1,2,8,7,nonzero_residual,0.006059233562811017,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q08,table1,2,8,8,consistent,2.220446049250313e-16,1,2.007449252051264,0,,`gtol` termination condition is satisfied.
table1_k02_q08,table1,2,8,9,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
table1_k02_q09,table1,2,9,3,nonzero_residual,1.0205335572842442,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,4,nonzero_residual,1.0339826665222147,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,5,nonzero_residual,1.0205335572842436,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,6,nonzero_residual,1.0205335572842436,0,,0,,`gtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,7,nonzero_residual,0.44116438311306094,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,8,nonzero_residual,0.013647773105009205,0,,0,,`xtol` termination condition is satisfied.
table1_k02_q09,table1,2,9,9,consistent,2.220446049250313e-16,1,2.0074492520512797,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,3,consistent,6.661338147750939e-16,1,5.2814573773312095,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,4,consistent,1.0641937967578627e-14,1,38.32379190916218,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,5,consistent,1.4019947874565547e-12,2,70.8940605588544,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,6,nonzero_residual,0.6436035216509528,2,94.94763268321302,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,7,nonzero_residual,0.6436035216509526,1,134.114365067248,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,8,nonzero_residual,1.5543230593694783,1,124.09524200325188,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q03,fixed_offsets,2,3,9,nonzero_residual,1.9458645228768718,1,97.10887576850283,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,3,consistent,2.538875917593326e-13,1,63.0844159109913,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,4,consistent,0.0,1,5.281457377331225,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,5,consistent,1.7391380563347543e-13,2,46.15315596292347,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,6,consistent,0.0,2,80.58286656333505,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,7,nonzero_residual,1.0322454108529844,1,124.09524200325188,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,8,nonzero_residual,1.062184505017909,1,74.71211034900365,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q04,fixed_offsets,2,4,9,nonzero_residual,1.5124602591699008,0,,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,3,nonzero_residual,0.42043840466501076,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,4,consistent,9.109242914091993e-15,2,67.23839226862204,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,5,consistent,3.1401849173675503e-16,2,5.281457377331222,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,6,consistent,3.1401849173675503e-16,2,54.344676114360944,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,7,nonzero_residual,0.6112731841195373,2,69.81929709777827,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,8,nonzero_residual,0.619654918859272,0,,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q05,fixed_offsets,2,5,9,nonzero_residual,1.135232404516818,0,,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,3,nonzero_residual,0.5267313823590453,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,4,nonzero_residual,0.19641119994111406,1,131.1320575502221,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,5,nonzero_residual,0.0054327680142596405,1,124.0952420032518,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,6,consistent,6.280369834735101e-16,1,5.281457377331242,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,7,consistent,1.041481514324134e-15,1,64.28263826244734,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,8,nonzero_residual,0.19641119994111544,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q06,fixed_offsets,2,6,9,nonzero_residual,0.833406532083052,0,,0,,`ftol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,3,nonzero_residual,0.4317692752905031,1,123.87518770665409,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,4,consistent,1.2734335527125286e-15,1,124.09524200325194,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,5,nonzero_residual,0.016508205971318777,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,6,nonzero_residual,0.21709734849136353,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,7,consistent,7.021666937153402e-16,1,5.281457377331216,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,8,consistent,1.6024584892378997e-14,1,79.31376560384942,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q07,fixed_offsets,2,7,9,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr-5_da-1_k02_q08,fixed_offsets,2,8,3,nonzero_residual,0.6371273509092196,1,124.09524200325188,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,4,nonzero_residual,0.757705087673903,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,5,nonzero_residual,0.6321153969555994,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,6,nonzero_residual,0.6321153969555994,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,7,nonzero_residual,0.029184710456356452,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,8,consistent,3.1401849173675503e-16,1,5.281457377331222,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q08,fixed_offsets,2,8,9,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr-5_da-1_k02_q09,fixed_offsets,2,9,3,nonzero_residual,1.0536484193719262,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,4,nonzero_residual,1.07421699997532,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,5,nonzero_residual,1.0536484193719253,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,6,nonzero_residual,1.0536484193719262,0,,0,,`gtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,7,nonzero_residual,0.47628799841554226,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,8,nonzero_residual,0.0487713883892412,0,,0,,`xtol` termination condition is satisfied.
dr-5_da-1_k02_q09,fixed_offsets,2,9,9,consistent,3.1401849173675503e-16,1,5.281457377331223,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,3,consistent,5.00746966589691e-13,1,5.000000000014211,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,4,consistent,8.698397243749912e-14,1,39.215327261289616,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,5,consistent,8.19035265965966e-13,2,71.38791392855502,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,6,nonzero_residual,0.6437083894068845,2,95.0534889148359,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,7,nonzero_residual,0.6437083894068851,1,134.86999882542267,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,8,nonzero_residual,1.5446004434907954,1,125.40209178609553,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q03,fixed_offsets,2,3,9,nonzero_residual,1.9495291844077607,1,101.93061773350223,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,3,consistent,6.377745716588144e-16,1,60.67461561630737,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,4,consistent,5.058897961701226e-13,1,4.999999999998394,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,5,consistent,3.8729622200539673e-13,2,46.99545853718715,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,6,consistent,1.1102230246251565e-16,2,80.92084801334258,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,7,nonzero_residual,1.0429404269246019,1,125.40209178609554,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q04,fixed_offsets,2,4,8,geometry_error,,1,77.52323011326472,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr-5_da+0_k02_q04,fixed_offsets,2,4,9,nonzero_residual,1.5130323059482678,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,3,nonzero_residual,0.4093869912671402,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,4,consistent,2.5510982866352577e-15,2,65.39343577710532,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,5,consistent,1.8700351564078214e-13,2,5.000000000002644,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,6,consistent,2.220446049250313e-16,2,55.130882299536886,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,7,nonzero_residual,0.6216925565951514,2,72.05258748279668,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,8,nonzero_residual,0.6284895670822496,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q05,fixed_offsets,2,5,9,nonzero_residual,1.133012842558043,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,3,nonzero_residual,0.5136552946689096,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,4,nonzero_residual,0.20675386454541958,1,131.55305716482806,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,5,consistent,1.443556787877425e-15,2,67.59892287435959,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,6,consistent,1.8507902537726234e-13,2,5.000000000010033,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,7,nonzero_residual,0.20675386454541966,1,64.95570141325742,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q06,fixed_offsets,2,6,8,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr-5_da+0_k02_q06,fixed_offsets,2,6,9,nonzero_residual,0.8267810048705737,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,3,nonzero_residual,0.42163101757947685,1,124.12731080333582,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,4,consistent,6.866350197783356e-16,1,125.40209178609561,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,5,nonzero_residual,0.0055372844869964535,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,6,nonzero_residual,0.20675386454541875,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,7,consistent,4.0224547021748165e-13,1,5.000000000019053,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,8,consistent,2.827648901911395e-14,1,79.71645279581074,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q07,fixed_offsets,2,7,9,nonzero_residual,0.5081180102078214,0,,0,,`ftol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,3,nonzero_residual,0.6260873532726818,1,125.40209178609553,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,4,nonzero_residual,0.7510935128405066,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,5,nonzero_residual,0.6216925565951507,0,,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,6,nonzero_residual,0.6216925565951511,0,,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,7,nonzero_residual,0.018129618873980905,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,8,consistent,6.625150294864628e-13,1,5.000000000032046,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q08,fixed_offsets,2,8,9,geometry_error,,0,,0,,"receiver coincides with a transmitter, so an angle is undefined"
dr-5_da+0_k02_q09,fixed_offsets,2,9,3,nonzero_residual,1.042940426924602,0,,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,4,nonzero_residual,0.7684913894583858,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,5,nonzero_residual,1.0429404269246019,0,,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,6,nonzero_residual,1.0429404269246019,0,,0,,`gtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,7,nonzero_residual,0.4649304573117865,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,8,nonzero_residual,0.037413847267832596,0,,0,,`xtol` termination condition is satisfied.
dr-5_da+0_k02_q09,fixed_offsets,2,9,9,consistent,1.0151167635469144e-12,1,5.0000000000543405,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,3,consistent,0.0,1,5.281457377331226,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,4,consistent,7.020898724766961e-13,1,40.120683956264344,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,5,consistent,4.3235214986577525e-13,2,71.88749536164059,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,6,nonzero_residual,0.6436035216509521,2,95.1633900180702,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,7,consistent,2.220446049250313e-16,1,135.61906310412843,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,8,nonzero_residual,1.535104070868285,1,126.69942842900126,0,,`ftol` termination condition is satisfied.
dr-5_da+1_k02_q03,fixed_offsets,2,3,9,nonzero_residual,1.9458645228768707,1,106.5818455641199,0,,`ftol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,3,consistent,3.616328897427208e-15,1,58.20517041337538,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,4,consistent,0.0,1,5.281457377331226,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,5,consistent,8.324126554015183e-13,2,47.84507621978536,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,6,consistent,1.1102230246251565e-16,2,81.26191936326735,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,7,nonzero_residual,1.0536484193719262,1,126.69942842900127,0,,`gtol` termination condition is satisfied.
dr-5_da+1_k02_q04,fixed_offsets,2,4,8,nonzero_residual,1.078874194713777,1,80.37246990666006,0,,`ftol` termination condition is satisfied.
