case_id,suite,receiver_id,true_emitter_id,assumed_emitter_id,candidate_index,source,x_m,y_m,residual_norm_rad,distance_to_ideal_m
ideal_k02_q05,ideal,2,5,5,0,q1_1_local,76.60444431189781,64.27876096865393,0.0,0.0
ideal_k02_q05,ideal,2,5,5,1,circle_intersection,23.395555688102174,-64.27876096865393,2.482534153247273e-16,139.1338286515572
ideal_k02_q05,ideal,2,5,6,0,q1_1_local,23.395555688102206,64.27876096865393,3.3306690738754696e-16,53.2088886237956
ideal_k02_q05,ideal,2,5,6,1,circle_intersection,76.6044443118978,-64.27876096865396,4.965068306494546e-16,128.55752193730788
ideal_k02_q05,ideal,2,5,7,0,circle_intersection,-2.901170627457428,23.912702366772894,3.1401849173675503e-16,89.16592114667756
ideal_k02_q06,ideal,2,6,4,0,circle_intersection,14.478639284047288,-57.81440197803416,7.776515945702112e-16,136.99035034879293
ideal_k02_q06,ideal,2,6,5,0,circle_intersection,76.60444431189785,-64.27876096865391,4.965068306494546e-16,128.55752193730785
ideal_k02_q06,ideal,2,6,6,0,q1_1_local,76.60444431189781,64.27876096865393,0.0,0.0
ideal_k02_q06,ideal,2,6,7,0,circle_intersection,14.478639284047347,57.814401978034226,9.489809492268385e-16,62.4612166669694
ideal_k02_q07,ideal,2,7,3,0,circle_intersection,3.349182761545305,-43.78927331908857,7.114312260401321e-16,130.55662901449028
ideal_k02_q07,ideal,2,7,4,0,q1_1_local,76.60444431189758,-64.27876096865408,8.087309868639295e-16,128.55752193730802
ideal_k02_q07,ideal,2,7,7,0,q1_1_local,76.60444431189781,64.27876096865393,0.0,0.0
ideal_k02_q07,ideal,2,7,8,0,q1_1_local,3.349182761643863,43.789273319107586,2.244863202885945e-12,76.06676310279691
ideal_k02_q08,ideal,2,8,3,0,circle_intersection,76.6044443118978,-64.27876096865396,3.1401849173675503e-16,128.55752193730788
ideal_k02_q08,ideal,2,8,8,0,q1_1_local,76.60444431189781,64.27876096865393,0.0,0.0
ideal_k02_q09,ideal,2,9,9,0,q1_1_local,76.60444431189781,64.27876096865393,0.0,0.0
table1_k02_q03,table1,2,3,3,0,q1_1_local,74.96229729000738,63.124115716617005,5.2954728805219954e-14,2.007449252049723
table1_k02_q03,table1,2,3,4,0,q1_1_local,39.32406716210624,68.316779713341,4.965068306494546e-16,37.49842817790028
table1_k02_q03,table1,2,3,5,0,q1_1_local,8.652290710428119,49.39261178851685,4.641582096618738e-14,69.56358685757245
table1_k02_q03,table1,2,3,5,1,circle_intersection,-2.6918952870681117,-15.178203171301014,4.440892098500626e-16,112.2555950682754
table1_k02_q03,table1,2,3,6,0,circle_intersection,-2.691895287068112,15.178203171301025,4.440892098500626e-16,93.2672195886943
table1_k02_q03,table1,2,3,6,1,circle_intersection,8.652290710429995,-49.39261178851636,2.220446049250313e-16,132.43366703212982
table1_k02_q03,table1,2,3,7,0,circle_intersection,39.32406716210621,-68.316779713341,3.1401849173675503e-16,137.7367196109348
table1_k02_q03,table1,2,3,8,0,circle_intersection,74.96229729000629,-63.124115716615876,5.438959822042073e-16,127.41345939312522
table1_k02_q03,table1,2,3,9,0,circle_intersection,98.54234915918664,-37.24728538558665,1.5543122344752192e-15,103.86919542102993
table1_k02_q04,table1,2,4,3,0,q1_1_local,101.22837555486052,4.270010893091729,2.2315206618374916e-15,64.86438217920094
table1_k02_q04,table1,2,4,4,0,q1_1_local,74.96229729000652,63.12411571661586,3.412920201770619e-15,2.00744925205109
table1_k02_q04,table1,2,4,5,0,q1_1_local,30.74592310760694,65.76700772170017,2.1552057019121098e-14,45.88266388781658
table1_k02_q04,table1,2,4,5,1,circle_intersection,1.5549464655303076,-37.475594005420454,4.002966042486721e-16,126.43724088725543
table1_k02_q04,table1,2,4,6,0,q1_1_local,1.5549464655303118,37.475594005420454,0.0,79.69213817090673
table1_k02_q04,table1,2,4,6,1,circle_intersection,30.745923107605268,-65.7670077217004,0.0,137.89454637986844
table1_k02_q04,table1,2,4,7,0,circle_intersection,74.96229729000626,-63.124115716615876,4.965068306494546e-16,127.41345939312522
table1_k02_q04,table1,2,4,8,0,circle_intersection,101.22837555486049,-4.270010893091714,9.893451470827855e-15,72.83729891759992
table1_k02_q05,table1,2,5,4,0,q1_1_local,100.52679579611289,1.6694413129880155,3.344407505060115e-14,67.02391967260407
table1_k02_q05,table1,2,5,4,1,circle_intersection,-2.5000504542204554,-21.437020772187346,4.440892098500626e-16,116.63925724920563
table1_k02_q05,table1,2,5,5,0,q1_1_local,74.96229729000636,63.12411571661586,4.965068306494546e-16,2.007449252051218
table1_k02_q05,table1,2,5,5,1,circle_intersection,22.694161143981162,-61.785675845504564,2.220446049250313e-16,137.10784390586818
table1_k02_q05,table1,2,5,6,0,q1_1_local,22.694161143981166,61.78567584550458,3.1401849173675503e-16,53.967898835105906
table1_k02_q05,table1,2,5,6,1,circle_intersection,74.96229729000633,-63.12411571661588,4.965068306494546e-16,127.41345939312522
table1_k02_q05,table1,2,5,7,0,circle_intersection,100.52679579611298,-1.6694413129881123,1.0209223628774433e-14,70.15300624146273
table1_k02_q05,table1,2,5,7,1,circle_intersection,-2.5000504542204514,21.437020772187406,3.1401849173675503e-16,89.96074585764819
table1_k02_q06,table1,2,6,4,0,circle_intersection,13.83203865214236,-55.0440608746536,1.2997791147793086e-15,134.82696586722778
table1_k02_q06,table1,2,6,5,0,q1_1_local,100.18582746929171,0.5671901727320323,3.989147353830247e-14,67.93560101227918
table1_k02_q06,table1,2,6,5,1,circle_intersection,74.96229729000649,-63.12411571661578,9.155133597044475e-16,127.41345939312514
table1_k02_q06,table1,2,6,6,0,q1_1_local,74.96229729000643,63.12411571661579,1.3440693017233997e-15,2.0074492520512006
table1_k02_q06,table1,2,6,6,1,circle_intersection,100.18582746929177,-0.5671901727321029,3.6905523389740096e-14,69.00057254144234
table1_k02_q06,table1,2,6,7,0,circle_intersection,13.83203865214241,55.044060874653645,1.2997791147793086e-15,63.448046448563105
table1_k02_q07,table1,2,7,3,0,circle_intersection,2.8928738586950193,-40.352504523105424,1.3506446028928519e-15,127.9886609707458
table1_k02_q07,table1,2,7,4,0,q1_1_local,74.96229729000625,-63.12411571661589,1.2959208739370123e-15,127.41345939312524
table1_k02_q07,table1,2,7,7,0,q1_1_local,74.96229729000645,63.12411571661577,8.005932084973442e-16,2.0074492520512015
table1_k02_q07,table1,2,7,8,0,q1_1_local,2.8928738586946277,40.35250452310541,1.1867577889912911e-14,77.49749264444424
table1_k02_q08,table1,2,8,3,0,circle_intersection,74.96229729000625,-63.124115716615925,3.3306690738754696e-16,127.41345939312528
table1_k02_q08,table1,2,8,8,0,q1_1_local,74.96229729000629,63.12411571661588,2.220446049250313e-16,2.007449252051264
table1_k02_q09,table1,2,9,9,0,q1_1_local,74.96229729000628,63.124115716615876,2.220446049250313e-16,2.0074492520512797
dr-5_da-1_k02_q03,fixed_offsets,2,3,3,0,q1_1_local,73.82886633841227,59.785437149734555,6.661338147750939e-16,5.2814573773312095
dr-5_da-1_k02_q03,fixed_offsets,2,3,4,0,q1_1_local,38.280668697392535,64.24342054115405,1.0641937967578627e-14,38.32379190916218
dr-5_da-1_k02_q03,fixed_offsets,2,3,5,0,q1_1_local,8.451716946409697,44.75509391638216,1.4019947874565547e-12,70.8940605588544
dr-5_da-1_k02_q03,fixed_offsets,2,3,5,1,circle_intersection,-1.7612103018976248,-10.670206342571502,0.0,108.43672590071971
dr-5_da-1_k02_q03,fixed_offsets,2,3,6,0,circle_intersection,-1.7612103018976255,10.670206342571513,4.440892098500626e-16,94.94763268321302
dr-5_da-1_k02_q03,fixed_offsets,2,3,6,1,circle_intersection,8.451716946358163,-44.75509391638536,0.0,128.58139740434223
dr-5_da-1_k02_q03,fixed_offsets,2,3,7,0,circle_intersection,38.28066869739183,-64.24342054115421,4.440892098500626e-16,134.114365067248
dr-5_da-1_k02_q03,fixed_offsets,2,3,8,0,circle_intersection,73.82886633841223,-59.78543714973458,2.220446049250313e-16,124.09524200325188
dr-5_da-1_k02_q03,fixed_offsets,2,3,9,0,circle_intersection,99.17764801852921,-30.170083531643893,1.7342238036525468e-15,97.10887576850283
dr-5_da-1_k02_q04,fixed_offsets,2,4,3,0,q1_1_local,101.30623916623708,6.231669208557369,2.538875917593326e-13,63.0844159109913
dr-5_da-1_k02_q04,fixed_offsets,2,4,4,0,q1_1_local,73.82886633841224,59.785437149734555,0.0,5.281457377331225
dr-5_da-1_k02_q04,fixed_offsets,2,4,5,0,q1_1_local,30.51863889939897,61.786303382408825,1.7391380563347543e-13,46.15315596292347
dr-5_da-1_k02_q04,fixed_offsets,2,4,5,1,circle_intersection,2.0974808665690685,-33.581679971909146,3.3306690738754696e-16,122.99574587328209
dr-5_da-1_k02_q04,fixed_offsets,2,4,6,0,q1_1_local,2.0974808665690747,33.58167997190916,0.0,80.58286656333505
dr-5_da-1_k02_q04,fixed_offsets,2,4,6,1,circle_intersection,30.518638899386964,-61.78630338240678,2.482534153247273e-16,134.22481853352193
dr-5_da-1_k02_q04,fixed_offsets,2,4,7,0,circle_intersection,73.8288663384122,-59.785437149734584,2.220446049250313e-16,124.09524200325188
dr-5_da-1_k02_q04,fixed_offsets,2,4,8,0,circle_intersection,101.30623916623863,-6.231669208559986,2.3629761096480587e-15,74.71211034900365
dr-5_da-1_k02_q05,fixed_offsets,2,5,4,0,q1_1_local,100.35767458108636,1.3757765668944477,9.109242914091993e-15,67.23839226862204
dr-5_da-1_k02_q05,fixed_offsets,2,5,4,1,circle_intersection,-1.6995871223269787,-17.703108834591553,3.1401849173675503e-16,113.36908006722271
dr-5_da-1_k02_q05,fixed_offsets,2,5,5,0,q1_1_local,73.82886633841227,59.78543714973454,3.1401849173675503e-16,5.281457377331222
dr-5_da-1_k02_q05,fixed_offsets,2,5,5,1,circle_intersection,22.649149891960224,-57.78491572622287,4.440892098500626e-16,133.45679062608076
dr-5_da-1_k02_q05,fixed_offsets,2,5,6,0,q1_1_local,22.649149891960224,57.784915726222856,3.1401849173675503e-16,54.344676114360944
dr-5_da-1_k02_q05,fixed_offsets,2,5,6,1,circle_intersection,73.82886633841224,-59.78543714973454,3.1401849173675503e-16,124.09524200325185
dr-5_da-1_k02_q05,fixed_offsets,2,5,7,0,circle_intersection,100.35767458108636,-1.3757765668944923,1.963180725269685e-14,69.81929709777827
dr-5_da-1_k02_q05,fixed_offsets,2,5,7,1,circle_intersection,-1.6995871223269747,17.703108834591607,4.965068306494546e-16,91.10879601095192
dr-5_da-1_k02_q06,fixed_offsets,2,6,4,0,circle_intersection,13.749203648290097,-50.80744688647837,1.3136335981433192e-15,131.1320575502221
dr-5_da-1_k02_q06,fixed_offsets,2,6,5,0,circle_intersection,73.82886633841241,-59.78543714973449,1.616509124176106e-15,124.0952420032518
dr-5_da-1_k02_q06,fixed_offsets,2,6,6,0,q1_1_local,73.82886633841237,59.785437149734456,6.280369834735101e-16,5.281457377331242
dr-5_da-1_k02_q06,fixed_offsets,2,6,7,0,q1_1_local,13.749203648290155,50.80744688647839,1.041481514324134e-15,64.28263826244734
dr-5_da-1_k02_q07,fixed_offsets,2,7,3,0,circle_intersection,2.807494162464149,-35.21532065432899,1.0623534945633305e-15,123.87518770665409
dr-5_da-1_k02_q07,fixed_offsets,2,7,4,0,q1_1_local,73.82886633841211,-59.785437149734626,1.2734335527125286e-15,124.09524200325194
dr-5_da-1_k02_q07,fixed_offsets,2,7,7,0,q1_1_local,73.82886633841208,59.78543714973466,7.021666937153402e-16,5.281457377331216
dr-5_da-1_k02_q07,fixed_offsets,2,7,8,0,q1_1_local,2.807494162463757,35.21532065432923,1.6024584892378997e-14,79.31376560384942
dr-5_da-1_k02_q08,fixed_offsets,2,8,3,0,circle_intersection,73.8288663384122,-59.78543714973458,2.482534153247273e-16,124.09524200325188
dr-5_da-1_k02_q08,fixed_offsets,2,8,8,0,q1_1_local,73.82886633841221,59.78543714973458,3.1401849173675503e-16,5.281457377331222
dr-5_da-1_k02_q09,fixed_offsets,2,9,9,0,q1_1_local,73.8288663384122,59.785437149734584,3.1401849173675503e-16,5.281457377331223
dr-5_da+0_k02_q03,fixed_offsets,2,3,3,0,q1_1_local,72.77422209629202,61.06482292021211,5.00746966589691e-13,5.000000000014211
dr-5_da+0_k02_q03,fixed_offsets,2,3,4,0,q1_1_local,37.392132566465925,64.76507340845929,8.698397243749912e-14,39.215327261289616
dr-5_da+0_k02_q03,fixed_offsets,2,3,5,0,q1_1_local,7.9094043296398855,44.856460978519785,8.19035265965966e-13,71.38791392855502
dr-5_da+0_k02_q03,fixed_offsets,2,3,5,1,circle_intersection,-1.8786664082007147,-10.65444664595521,0.0,108.51075647933416
dr-5_da+0_k02_q03,fixed_offsets,2,3,6,0,circle_intersection,-1.8786664082007156,10.654446645955224,0.0,95.0534889148359
dr-5_da+0_k02_q03,fixed_offsets,2,3,6,1,circle_intersection,7.909404329609879,-44.85646097852211,5.438959822042073e-16,128.95543876714743
dr-5_da+0_k02_q03,fixed_offsets,2,3,7,0,circle_intersection,37.39213256646055,-64.76507340846055,0.0,134.86999882542267
dr-5_da+0_k02_q03,fixed_offsets,2,3,8,0,circle_intersection,72.77422209630289,-61.06482292022124,0.0,125.40209178609553
dr-5_da+0_k02_q03,fixed_offsets,2,3,9,0,circle_intersection,97.49999999999997,-35.487097840954796,4.440892098500626e-16,101.93061773350223
dr-5_da+0_k02_q04,fixed_offsets,2,4,3,0,q1_1_local,101.74125506880132,9.056032630058862,6.377745716588144e-16,60.67461561630737
dr-5_da+0_k02_q04,fixed_offsets,2,4,4,0,q1_1_local,72.77422209626727,61.06482292026622,5.058897961701226e-13,4.999999999998394
dr-5_da+0_k02_q04,fixed_offsets,2,4,5,0,q1_1_local,29.65621456427663,62.17237859950677,3.8729622200539673e-13,46.99545853718715
dr-5_da+0_k02_q04,fixed_offsets,2,4,5,1,circle_intersection,1.7135541913772645,-33.62687325917329,1.1102230246251565e-16,123.26458792612327
dr-5_da+0_k02_q04,fixed_offsets,2,4,6,0,q1_1_local,1.7135541913772754,33.626873259173315,1.1102230246251565e-16,80.92084801334258
dr-5_da+0_k02_q04,fixed_offsets,2,4,6,1,circle_intersection,29.6562145642502,-62.172378599501776,2.220446049250313e-16,134.88523631043947
dr-5_da+0_k02_q04,fixed_offsets,2,4,7,0,circle_intersection,72.77422209630288,-61.06482292022126,2.220446049250313e-16,125.40209178609554
dr-5_da+0_k02_q04,fixed_offsets,2,4,8,0,circle_intersection,101.74125506880132,-9.05603263005891,1.7483809675615383e-15,77.52323011326472
dr-5_da+0_k02_q05,fixed_offsets,2,5,4,0,q1_1_local,100.8842143232193,3.5597836145208013,2.5510982866352577e-15,65.39343577710532
dr-5_da+0_k02_q05,fixed_offsets,2,5,4,1,circle_intersection,-1.894196302695616,-17.736395773157177,0.0,113.52762885625216
dr-5_da+0_k02_q05,fixed_offsets,2,5,5,0,q1_1_local,72.77422209628507,61.064822920238385,1.8700351564078214e-13,5.000000000002644
dr-5_da+0_k02_q05,fixed_offsets,2,5,5,1,circle_intersection,21.829285880784283,-58.02606539220024,0.0,134.0104045673778
dr-5_da+0_k02_q05,fixed_offsets,2,5,6,0,q1_1_local,21.82928588078429,58.026065392200245,2.220446049250313e-16,55.130882299536886
dr-5_da+0_k02_q05,fixed_offsets,2,5,6,1,circle_intersection,72.77422209630289,-61.06482292022124,0.0,125.40209178609553
dr-5_da+0_k02_q05,fixed_offsets,2,5,7,0,circle_intersection,100.8842143232193,-3.5597836145209225,7.222425309945365e-15,72.05258748279668
dr-5_da+0_k02_q05,fixed_offsets,2,5,7,1,circle_intersection,-1.8941963026956132,17.736395773157238,0.0,91.25912741381038
dr-5_da+0_k02_q06,fixed_offsets,2,6,4,0,circle_intersection,13.041625649946019,-50.89925313629731,0.0,131.55305716482806
dr-5_da+0_k02_q06,fixed_offsets,2,6,5,0,q1_1_local,100.26357235497953,0.9553053300465179,1.443556787877425e-15,67.59892287435959
dr-5_da+0_k02_q06,fixed_offsets,2,6,5,1,circle_intersection,72.77422209630289,-61.06482292022124,1.2490009027033011e-15,125.40209178609553
dr-5_da+0_k02_q06,fixed_offsets,2,6,6,0,q1_1_local,72.7742220962912,61.06482292021959,1.8507902537726234e-13,5.000000000010033
dr-5_da+0_k02_q06,fixed_offsets,2,6,6,1,circle_intersection,100.26357235497956,-0.9553053300466021,9.286843060243545e-15,69.3919141227722
dr-5_da+0_k02_q06,fixed_offsets,2,6,7,0,circle_intersection,13.04162564994607,50.89925313629737,6.497413668604471e-16,64.95570141325742
dr-5_da+0_k02_q07,fixed_offsets,2,7,3,0,circle_intersection,2.377175981225952,-35.209438951911345,8.881784197001252e-16,124.12731080333582
dr-5_da+0_k02_q07,fixed_offsets,2,7,4,0,q1_1_local,72.77422209630275,-61.064822920221324,6.866350197783356e-16,125.40209178609561
dr-5_da+0_k02_q07,fixed_offsets,2,7,7,0,q1_1_local,72.77422209629127,61.06482292020547,4.0224547021748165e-13,5.000000000019053
dr-5_da+0_k02_q07,fixed_offsets,2,7,8,0,q1_1_local,2.3771759812252182,35.20943895191172,2.827648901911395e-14,79.71645279581074
dr-5_da+0_k02_q08,fixed_offsets,2,8,3,0,circle_intersection,72.77422209630289,-61.06482292022124,3.3306690738754696e-16,125.40209178609553
dr-5_da+0_k02_q08,fixed_offsets,2,8,8,0,q1_1_local,72.7742220962849,61.064822920192846,6.625150294864628e-13,5.000000000032046
dr-5_da+0_k02_q09,fixed_offsets,2,9,9,0,q1_1_local,72.77422209626596,61.06482292018074,1.0151167635469144e-12,5.0000000000543405
dr-5_da+1_k02_q03,fixed_offsets,2,3,3,0,q1_1_local,71.69741012116334,62.32560775409819,0.0,5.281457377331226
dr-5_da+1_k02_q03,fixed_offsets,2,3,4,0,q1_1_local,36.49609986599311,65.27374183636599,7.020898724766961e-13,40.120683956264344
dr-5_da+1_k02_q03,fixed_offsets,2,3,5,0,q1_1_local,7.36512758838771,44.946688937147535,4.3235214986577525e-13,71.88749536164059
dr-5_da+1_k02_q03,fixed_offsets,2,3,5,1,circle_intersection,-1.9944291782554464,-10.629083562259115,4.440892098500626e-16,108.57701453893708
dr-5_da+1_k02_q03,fixed_offsets,2,3,6,0,circle_intersection,-1.9944291782554477,10.62908356225913,0.0,95.1633900180702
dr-5_da+1_k02_q03,fixed_offsets,2,3,6,1,circle_intersection,7.365127588371912,-44.94668893714904,0.0,129.32239515051447
dr-5_da+1_k02_q03,fixed_offsets,2,3,7,0,q1_1_local,36.49609986595063,-65.27374183637423,2.220446049250313e-16,135.61906310412843
dr-5_da+1_k02_q03,fixed_offsets,2,3,8,0,circle_intersection,71.69741012116336,-62.32560775409821,1.0175362097255202e-15,126.69942842900126
dr-5_da+1_k02_q03,fixed_offsets,2,3,9,0,circle_intersection,95.36744202355277,-40.63853846631215,2.094764613337708e-15,106.5818455641199
dr-5_da+1_k02_q04,fixed_offsets,2,4,3,0,q1_1_local,102.08551742824451,11.947539162838412,3.616328897427208e-15,58.20517041337538
dr-5_da+1_k02_q04,fixed_offsets,2,4,4,0,q1_1_local,71.69741012116334,62.32560775409819,0.0,5.281457377331226
dr-5_da+1_k02_q04,fixed_offsets,2,4,5,0,q1_1_local,28.790760800610396,62.54584794154787,8.324126554015183e-13,47.84507621978536
dr-5_da+1_k02_q04,fixed_offsets,2,4,5,1,circle_intersection,1.329759519459281,-33.66468956347832,1.1102230246251565e-16,123.5281250272229
dr-5_da+1_k02_q04,fixed_offsets,2,4,6,0,q1_1_local,1.32975951945929,33.66468956347834,1.1102230246251565e-16,81.26191936326735
dr-5_da+1_k02_q04,fixed_offsets,2,4,6,1,circle_intersection,28.790760800554313,-62.545847941536145,3.1401849173675503e-16,135.5382962713697
dr-5_da+1_k02_q04,fixed_offsets,2,4,7,0,circle_intersection,71.69741012116327,-62.32560775409821,9.992007221626409e-16,126.69942842900127
dr-5_da+1_k02_q04,fixed_offsets,2,4,8,0,circle_intersection,102.08551742824459,-11.94753916283853,3.76985705904379e-15,80.37246990666006
dr-5_da+1_k02_q05,fixed_offsets,2,5,4,0,q1_1_local,101.36920436187958,5.788194195722834,3.1401849173675503e-16,63.51723972081819
dr-5_da+1_k02_q05,fixed_offsets,2,5,4,1,circle_intersection,-2.0887096948989634,-17.762474077186784,4.965068306494546e-16,113.68103067523762
dr-5_da+1_k02_q05,fixed_offsets,2,5,5,0,q1_1_local,71.69741012116334,62.325607754098186,2.220446049250313e-16,5.281457377331229
dr-5_da+1_k02_q05,fixed_offsets,2,5,5,1,circle_intersection,21.00860439175452,-58.25433525031629,4.440892098500626e-16,134.55577685641597
dr-5_da+1_k02_q05,fixed_offsets,2,5,6,0,q1_1_local,21.00860439175453,58.254335250316274,3.8459253727671276e-16,55.921293991305006
dr-5_da+1_k02_q05,fixed_offsets,2,5,6,1,circle_intersection,71.69741012116336,-62.3256077540982,4.440892098500626e-16,126.69942842900126
dr-5_da+1_k02_q05,fixed_offsets,2,5,7,0,circle_intersection,101.36920436187957,-5.788194195722889,5.502048458334071e-15,74.31467921171405
dr-5_da+1_k02_q05,fixed_offsets,2,5,7,1,circle_intersection,-2.0887096948989607,17.762474077186834,4.965068306494546e-16,91.41322351665927
dr-5_da+1_k02_q06,fixed_offsets,2,6,4,0,circle_intersection,12.33480759349623,-50.978682187882036,0.0,131.96539094360094
dr-5_da+1_k02_q06,fixed_offsets,2,6,5,0,q1_1_local,100.766566754252,2.8720532149622957,2.3028766130352475e-15,65.98933185043327
dr-5_da+1_k02_q06,fixed_offsets,2,6,5,1,circle_intersection,71.69741012116332,-62.325607754098236,6.280369834735101e-16,126.69942842900129
dr-5_da+1_k02_q06,fixed_offsets,2,6,6,0,q1_1_local,71.69741012113636,62.32560775413135,3.7549169939955964e-13,5.281457377344038
dr-5_da+1_k02_q06,fixed_offsets,2,6,6,1,circle_intersection,100.76656675425203,-2.872053214962394,5.828670879282072e-16,71.36553794684016
dr-5_da+1_k02_q06,fixed_offsets,2,6,7,0,circle_intersection,12.334807593496272,50.978682187882086,5.828670879282072e-16,65.63138197150845
dr-5_da+1_k02_q07,fixed_offsets,2,7,3,0,circle_intersection,1.9467219443588606,-35.191335116741485,9.678699938266253e-16,124.37071811462022
dr-5_da+1_k02_q07,fixed_offsets,2,7,4,0,q1_1_local,71.69741012116333,-62.325607754098186,4.965068306494546e-16,126.69942842900124
dr-5_da+1_k02_q07,fixed_offsets,2,7,5,0,q1_1_local,100.24426766793201,-0.8466801953362263,3.510833468576701e-15,69.28321827909586
dr-5_da+1_k02_q07,fixed_offsets,2,7,6,0,circle_intersection,100.24426766793198,0.8466801953361943,2.6547101747682766e-14,67.69394448203772
dr-5_da+1_k02_q07,fixed_offsets,2,7,7,0,q1_1_local,71.6974101211673,62.32560775410637,1.814983779734553e-13,5.281457377324531
dr-5_da+1_k02_q07,fixed_offsets,2,7,8,0,q1_1_local,1.946721944358598,35.19133511674157,1.0677205943320579e-14,80.12399048848643
dr-5_da+1_k02_q08,fixed_offsets,2,8,3,0,circle_intersection,71.69741012116332,-62.32560775409822,4.002966042486721e-16,126.69942842900129
dr-5_da+1_k02_q08,fixed_offsets,2,8,8,0,q1_1_local,71.69741012115621,62.32560775408475,2.930712477847458e-13,5.281457377342825
dr-5_da+1_k02_q09,fixed_offsets,2,9,9,0,q1_1_local,71.69741012116592,62.325607754099465,4.242693720086643e-14,5.2814573773283655
dr+0_da-1_k02_q03,fixed_offsets,2,3,3,0,q1_1_local,77.71459614569709,62.932039104983716,4.965068306494546e-16,1.7453070996748017
dr+0_da-1_k02_q03,fixed_offsets,2,3,4,0,q1_1_local,41.641783683404455,70.08569693962447,0.0,35.44161598451954
dr+0_da-1_k02_q03,fixed_offsets,2,3,5,0,q1_1_local,9.792832872679629,52.30193446713858,1.9146632169066167e-13,67.87662186756549
dr+0_da-1_k02_q03,fixed_offsets,2,3,5,1,circle_intersection,-3.039863523089574,-18.228217799292405,0.0,114.67614100556655
dr+0_da-1_k02_q03,fixed_offsets,2,3,6,0,q1_1_local,-3.0398635230895743,18.22821779929242,0.0,91.99928421845172
dr+0_da-1_k02_q03,fixed_offsets,2,3,6,1,circle_intersection,9.792832872670996,-52.301934467137094,2.220446049250313e-16,134.3683369376837
dr+0_da-1_k02_q03,fixed_offsets,2,3,7,0,circle_intersection,41.641783683404405,-70.08569693962447,2.220446049250313e-16,138.83873806401698
dr+0_da-1_k02_q03,fixed_offsets,2,3,8,0,circle_intersection,77.71459614569707,-62.932039104983744,2.220446049250313e-16,127.21564405555279
dr+0_da-1_k02_q04,fixed_offsets,2,4,4,0,q1_1_local,77.71459614569709,62.93203910498372,4.965068306494546e-16,1.7453070996747964
dr+0_da-1_k02_q04,fixed_offsets,2,4,5,0,q1_1_local,32.522427336616985,67.78620780231533,9.42055475210265e-16,44.221334261868535
dr+0_da-1_k02_q04,fixed_offsets,2,4,5,1,circle_intersection,1.9118728569668677,-40.08967130740549,0.0,128.34231526005897
dr+0_da-1_k02_q04,fixed_offsets,2,4,6,0,q1_1_local,1.9118728569668721,40.089671307405496,0.0,78.51173344914682
dr+0_da-1_k02_q04,fixed_offsets,2,4,6,1,circle_intersection,32.52242733661689,-67.78620780231536,0.0,139.2277996561249
dr+0_da-1_k02_q04,fixed_offsets,2,4,7,0,circle_intersection,77.71459614569703,-62.932039104983765,0.0,127.2156440555528
dr+0_da-1_k02_q05,fixed_offsets,2,5,4,0,circle_intersection,-2.6657294541010463,-24.016304969937966,4.965068306494546e-16,118.65824504850872
dr+0_da-1_k02_q05,fixed_offsets,2,5,5,0,q1_1_local,77.71459614569703,62.93203910498376,4.440892098500626e-16,1.7453070996747329
dr+0_da-1_k02_q05,fixed_offsets,2,5,5,1,circle_intersection,24.31152966954523,-64.1128505305924,4.965068306494546e-16,138.632445066679
