case_id,suite,sample,receiver_id,true_emitter_id,true_x_m,true_y_m,true_displacement_m,alpha_01_deg,alpha_0U_deg,alpha_1U_deg,status,selected_emitter_id,identity_correct,estimate_x_m,estimate_y_m,position_error_m,position_correct,selected_residual_norm_rad,selected_distance_m,distance_margin_m,identity_margin_m,continuum_distance_bound_m,consistent_id_count,position_candidate_count
dr-5_da-1_k02_q04,fixed_offsets,dr-5_da-1,2,4,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,51.219604995281095,125.86105143095855,selected,4,True,73.82886633841224,59.785437149734555,0.0,True,0.0,5.281457377331225,40.87169858559225,40.87169858559225,,6,8
dr-5_da-1_k02_q05,fixed_offsets,dr-5_da-1,2,5,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,30.33113124614276,104.97257768182024,selected,5,True,73.82886633841227,59.78543714973454,3.1776437161565096e-14,True,3.1401849173675503e-16,5.281457377331222,49.06321873702972,49.06321873702972,,4,8
dr-5_da-1_k02_q06,fixed_offsets,dr-5_da-1,2,6,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,9.745845292080306,84.38729172775783,selected,6,True,73.82886633841237,59.785437149734456,1.6202867315927533e-13,True,6.280369834735101e-16,5.281457377331242,59.00118088511609,59.00118088511609,,4,4
dr-5_da-1_k02_q07,fixed_offsets,dr-5_da-1,2,7,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,10.772283720846845,63.86916271483057,selected,7,True,73.82886633841208,59.78543714973466,1.89196597314298e-13,True,7.021666937153402e-16,5.281457377331216,74.0323082265182,74.0323082265182,,4,4
dr-5_da-1_k02_q08,fixed_offsets,dr-5_da-1,2,8,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,31.36531352243744,43.27613291324002,selected,8,True,73.82886633841221,59.78543714973458,3.552713678800501e-14,True,3.1401849173675503e-16,5.281457377331222,118.81378462592066,118.81378462592066,,2,2
dr-5_da-1_k02_q09,fixed_offsets,dr-5_da-1,2,9,73.82886633841224,59.785437149734555,5.281457377331225,74.64144643567747,52.2816137293717,22.359832706305756,selected,9,True,73.8288663384122,59.785437149734584,5.123796534383003e-14,True,3.1401849173675503e-16,5.281457377331223,,,,1,1
dr-5_da+0_k02_q03,fixed_offsets,dr-5_da+0,2,3,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,74.02972341125526,148.05944682251052,selected,3,True,72.77422209629202,61.06482292021211,1.4203178780593572e-11,True,5.00746966589691e-13,5.000000000014211,34.215327261275405,34.215327261275405,,7,9
dr-5_da+0_k02_q04,fixed_offsets,dr-5_da+0,2,4,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,51.75028742103659,125.78001083229185,selected,4,True,72.77422209626727,61.06482292026622,5.739224690043552e-11,True,5.058897961701226e-13,4.999999999998394,41.99545853718875,41.99545853718875,,6,8
dr-5_da+0_k02_q05,fixed_offsets,dr-5_da+0,2,5,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,30.848136346759926,104.87785975801518,selected,5,True,72.77422209628507,61.064822920238385,2.4744334265604093e-11,True,1.8700351564078214e-13,5.000000000002644,50.13088229953424,50.13088229953424,,4,8
dr-5_da+0_k02_q06,fixed_offsets,dr-5_da+0,2,6,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,10.259044178761206,84.28876759001648,selected,6,True,72.7742220962912,61.06482292021959,1.182421892814064e-11,True,1.8507902537726234e-13,5.000000000010033,59.95570141324738,59.95570141324738,,4,6
dr-5_da+0_k02_q07,fixed_offsets,dr-5_da+0,2,7,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,10.259044178761135,63.770679232494075,selected,7,True,72.77422209629127,61.06482292020547,1.9591620534478383e-11,True,4.0224547021748165e-13,5.000000000019053,74.71645279579168,74.71645279579168,,4,4
dr-5_da+0_k02_q08,fixed_offsets,dr-5_da+0,2,8,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,30.848136346759915,43.181587064495375,selected,8,True,72.7742220962849,61.064822920192846,3.361489070380595e-11,True,6.625150294864628e-13,5.000000000032046,120.40209178606348,120.40209178606348,,2,2
dr-5_da+0_k02_q09,fixed_offsets,dr-5_da+0,2,9,72.7742220963029,61.06482292022123,5.000000000000007,74.02972341125526,51.75028742103657,22.279435990218694,selected,9,True,72.77422209626596,61.06482292018074,5.481716371347834e-11,True,1.0151167635469144e-12,5.0000000000543405,,,,1,1
dr-5_da+1_k02_q03,fixed_offsets,dr-5_da+1,2,3,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,74.64144643567745,148.06465031867444,selected,3,True,71.69741012116334,62.32560775409819,0.0,True,0.0,5.281457377331226,34.839226578933115,34.839226578933115,,7,9
dr-5_da+1_k02_q04,fixed_offsets,dr-5_da+1,2,4,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,52.28161372937171,125.70481761236871,selected,4,True,71.69741012116334,62.32560775409819,0.0,True,0.0,5.281457377331226,42.56361884245413,42.56361884245413,,6,8
dr-5_da+1_k02_q05,fixed_offsets,dr-5_da+1,2,5,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,31.36531352243744,104.78851740543446,selected,5,True,71.69741012116334,62.325607754098186,7.105427357601002e-15,True,2.220446049250313e-16,5.281457377331229,50.63983661397378,50.63983661397378,,4,8
dr-5_da+1_k02_q06,fixed_offsets,dr-5_da+1,2,6,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,10.772283720846913,84.19548760384392,selected,6,True,71.69741012113636,62.32560775413135,4.2748674507867026e-11,True,3.7549169939955964e-13,5.281457377344038,60.349924594164406,60.349924594164406,,4,6
dr-5_da+1_k02_q07,fixed_offsets,dr-5_da+1,2,7,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,9.74584529208038,63.67735859091666,selected,7,True,71.6974101211673,62.32560775410637,9.082551257065531e-12,True,1.814983779734553e-13,5.281457377324531,62.41248710471319,62.41248710471319,,6,6
dr-5_da+1_k02_q08,fixed_offsets,dr-5_da+1,2,8,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,30.33113124614276,43.09207263685425,selected,8,True,71.69741012115621,62.32560775408475,1.5219022618109127e-11,True,2.930712477847458e-13,5.281457377342825,121.41797105165847,121.41797105165847,,2,2
dr-5_da+1_k02_q09,fixed_offsets,dr-5_da+1,2,9,71.69741012116334,62.32560775409819,5.281457377331226,73.423203882997,51.21960499528108,22.20359888771593,selected,9,True,71.69741012116592,62.325607754099465,2.8694404274335437e-12,True,4.242693720086643e-14,5.2814573773283655,,,,1,1
dr+0_da-1_k02_q03,fixed_offsets,dr+0_da-1,2,3,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,69.5,140.00000000000003,selected,3,True,77.71459614569709,62.932039104983716,2.1316282072803006e-14,True,4.965068306494546e-16,1.7453070996748017,33.69630888484473,33.69630888484473,,6,8
dr+0_da-1_k02_q04,fixed_offsets,dr+0_da-1,2,4,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,49.500000000000014,120.00000000000001,selected,4,True,77.71459614569709,62.93203910498372,1.4210854715202004e-14,True,4.965068306494546e-16,1.7453070996747964,42.47602716219374,42.47602716219374,,4,6
dr+0_da-1_k02_q05,fixed_offsets,dr+0_da-1,2,5,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,29.50000000000002,100.00000000000001,selected,5,True,77.71459614569703,62.93203910498376,6.07087979554246e-14,True,4.440892098500626e-16,1.7453070996747329,50.54787073516169,50.54787073516169,,4,6
dr+0_da-1_k02_q06,fixed_offsets,dr+0_da-1,2,6,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,9.500000000000028,80.00000000000001,selected,6,True,77.7145961456969,62.93203910498388,2.330753469956438e-13,True,2.178591690736909e-15,1.7453070996745583,59.879823126529864,59.879823126529864,,4,4
dr+0_da-1_k02_q07,fixed_offsets,dr+0_da-1,2,7,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,10.499999999999991,60.00000000000002,selected,7,True,77.71459614569716,62.932039104983645,1.165376734978219e-13,True,4.440892098500626e-16,1.7453070996749018,73.68766047224342,73.68766047224342,,4,4
dr+0_da-1_k02_q08,fixed_offsets,dr+0_da-1,2,8,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,30.500000000000004,40.00000000000002,selected,8,True,77.7145961456971,62.932039104983716,2.5618982671915014e-14,True,2.220446049250313e-16,1.745307099674811,125.47033695587797,125.47033695587797,,2,2
dr+0_da-1_k02_q09,fixed_offsets,dr+0_da-1,2,9,77.71459614569709,62.93203910498374,1.7453070996747853,70.50000000000001,50.49999999999999,20.00000000000001,selected,9,True,77.71459614569713,62.932039104983694,6.029155041345696e-14,True,4.002966042486721e-16,1.7453070996748454,,,,1,1
dr+0_da+1_k02_q03,fixed_offsets,dr+0_da+1,2,3,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,70.5,140.0,selected,3,True,75.47095802227717,65.60590289905076,4.0194366942304644e-14,True,3.1401849173675503e-16,1.7453070996748363,35.61311295902629,35.61311295902629,,6,8
dr+0_da+1_k02_q04,fixed_offsets,dr+0_da+1,2,4,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,50.49999999999999,120.00000000000001,selected,4,True,75.47095802227719,65.60590289905073,1.4210854715202004e-14,True,4.965068306494546e-16,1.7453070996748055,44.37835928360616,44.37835928360616,,7,9
dr+0_da+1_k02_q05,fixed_offsets,dr+0_da+1,2,5,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,30.500000000000004,100.0,selected,5,True,75.47095802227722,65.60590289905072,2.0097183471152322e-14,True,3.1401849173675503e-16,1.7453070996747762,52.37696777993871,52.37696777993871,,5,9
dr+0_da+1_k02_q06,fixed_offsets,dr+0_da+1,2,6,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,10.499999999999956,80.0,selected,6,True,75.47095802227716,65.60590289905076,5.123796534383003e-14,True,1.8177253402510354e-15,1.7453070996748454,61.54620038877092,61.54620038877092,,5,7
dr+0_da+1_k02_q07,fixed_offsets,dr+0_da+1,2,7,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,9.499999999999952,60.00000000000002,selected,7,True,75.4709580222772,65.60590289905072,1.4210854715202004e-14,True,1.3506446028928519e-15,1.7453070996747855,65.31434893834768,65.31434893834768,,7,7
dr+0_da+1_k02_q08,fixed_offsets,dr+0_da+1,2,8,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,29.49999999999997,40.00000000000002,selected,8,True,75.47095802227716,65.60590289905075,4.4938668397781776e-14,True,3.1401849173675503e-16,1.7453070996748348,65.47832555593875,65.47832555593875,,5,5
dr+0_da+1_k02_q09,fixed_offsets,dr+0_da+1,2,9,75.4709580222772,65.60590289905073,1.7453070996747964,69.49999999999999,49.49999999999999,20.00000000000005,selected,9,True,75.47095802227712,65.60590289905078,9.532931148469529e-14,True,7.447602459741819e-16,1.745307099674884,65.66418509108323,65.66418509108323,,3,4
dr+5_da-1_k02_q03,fixed_offsets,dr+5_da-1,2,3,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,65.76761716524008,132.32753998027087,selected,3,True,81.60032595298192,66.07864106023297,5.123796534383003e-14,True,2.220446049250313e-16,5.310216729643325,28.40006531919825,28.40006531919825,,7,9
dr+5_da-1_k02_q04,fixed_offsets,dr+5_da-1,2,4,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,47.86423143436136,114.42415424939216,selected,4,True,81.60032595298195,66.07864106023293,0.0,True,0.0,5.310216729643337,37.991874196607085,37.991874196607085,,5,9
dr+5_da-1_k02_q05,fixed_offsets,dr+5_da-1,2,5,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,28.70940646356042,95.26932927859123,selected,5,True,81.60032595298196,66.07864106023291,2.0097183471152322e-14,True,2.220446049250313e-16,5.310216729643345,45.816544863269975,45.816544863269975,,5,7
dr+5_da-1_k02_q06,fixed_offsets,dr+5_da-1,2,6,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,9.26614702459177,75.82606983962253,selected,6,True,81.60032595290346,66.0786410601311,1.2855974738933255e-10,True,2.4957944125000347e-12,5.310216729534985,54.46677760987153,54.46677760987153,,7,7
dr+5_da-1_k02_q07,fixed_offsets,dr+5_da-1,2,7,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,10.240998226297778,56.31892458873304,selected,7,True,81.60032595297416,66.07864106024088,1.1134492600951909e-11,True,6.196278557394464e-14,5.310216729638708,67.00937386747468,67.00937386747468,,5,5
dr+5_da-1_k02_q08,fixed_offsets,dr+5_da-1,2,8,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,29.676890937042575,36.88303187798824,selected,8,True,81.60032595298165,66.07864106023152,1.4381778152113328e-12,True,2.2280380977748334e-14,5.31021672964258,62.373889080392686,62.373889080392686,,5,6
dr+5_da-1_k02_q09,fixed_offsets,dr+5_da-1,2,9,81.60032595298195,66.07864106023293,5.310216729643337,66.5599228150308,48.80524227612605,17.754680538904775,selected,9,True,81.6003259529813,66.07864106023294,6.538537644659835e-13,True,6.315842066434881e-15,5.310216729642727,60.841710903534526,60.841710903534526,,3,4
dr+5_da+0_k02_q03,fixed_offsets,dr+5_da+0,2,3,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,66.1662473093627,132.3324946187254,selected,3,True,80.43466652745225,67.49269901705271,5.2777040520341934e-11,True,1.6828141689398175e-12,4.999999999947219,29.675713545407802,29.675713545407802,,7,9
dr+5_da+0_k02_q04,fixed_offsets,dr+5_da+0,2,4,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,48.33504316567078,114.50129047503347,selected,4,True,80.43466652750305,67.49269901696734,1.1973492827258448e-10,True,1.7545339203645568e-12,4.999999999931257,39.32050996841389,39.32050996841389,,5,9
dr+5_da+0_k02_q05,fixed_offsets,dr+5_da+0,2,5,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,29.19323054941872,95.35947785878142,selected,5,True,80.43466652746588,67.49269901701238,7.893224136120584e-11,True,1.47181646651567e-12,4.9999999999317355,47.13765460916131,47.13765460916131,,5,7
dr+5_da+0_k02_q06,fixed_offsets,dr+5_da+0,2,6,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,9.753591962838149,75.9198392722008,selected,6,True,80.43466652745353,67.49269901704156,5.970381920824663e-11,True,1.1395936603178189e-12,4.9999999999410285,55.74450977990189,55.74450977990189,,7,7
dr+5_da+0_k02_q07,fixed_offsets,dr+5_da+0,2,7,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,9.753591962838149,56.41265534652461,selected,7,True,80.43466652745332,67.49269901706266,4.609453873889012e-11,True,7.976307228738916e-13,4.99999999995443,62.771044713184885,62.771044713184885,,7,7
dr+5_da+0_k02_q08,fixed_offsets,dr+5_da+0,2,8,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,29.193230549418704,36.973016759944,selected,8,True,80.43466652746287,67.49269901707994,3.056721815926372e-11,True,4.178984026096742e-13,4.999999999972853,61.5969764263704,61.5969764263704,,5,6
dr+5_da+0_k02_q09,fixed_offsets,dr+5_da+0,2,9,80.4346665274927,67.49269901708662,4.9999999999999964,66.1662473093627,48.33504316567076,17.831204143691977,selected,9,True,80.43466652748634,67.49269901709064,7.518307718515183e-12,True,2.900578498951139e-14,4.999999999997716,60.25451197152614,60.25451197152614,,3,4
dr+5_da+1_k02_q03,fixed_offsets,dr+5_da+1,2,3,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,66.5599228150308,132.3275399802709,selected,3,True,79.24450592339102,68.88619804400331,6.029155041345696e-14,True,2.220446049250313e-16,5.310216729643356,30.33155278540344,30.33155278540344,,7,9
dr+5_da+1_k02_q04,fixed_offsets,dr+5_da+1,2,4,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,48.805242276126066,114.57285944136615,selected,4,True,79.24450592339105,68.88619804400328,2.0097183471152322e-14,True,2.482534153247273e-16,5.310216729643345,40.02652778691589,40.02652778691589,,5,9
dr+5_da+1_k02_q05,fixed_offsets,dr+5_da+1,2,5,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,29.67689093704259,95.44450810228267,selected,5,True,79.24450592339106,68.88619804400327,0.0,True,0.0,5.31021672964334,47.83143691584739,47.83143691584739,,5,7
dr+5_da+1_k02_q06,fixed_offsets,dr+5_da+1,2,6,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,10.240998226297778,76.00861539153786,selected,6,True,79.2445059233911,68.88619804400322,6.029155041345696e-14,True,2.220446049250313e-16,5.310216729643324,56.38941323520102,56.38941323520102,,7,9
dr+5_da+1_k02_q07,fixed_offsets,dr+5_da+1,2,7,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,9.266147024591731,56.501470140648344,selected,7,True,79.24450592339106,68.8861980440033,2.842170943040401e-14,True,2.482534153247273e-16,5.310216729643365,61.19621086490444,61.19621086490444,,7,7
dr+5_da+1_k02_q08,fixed_offsets,dr+5_da+1,2,8,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,28.709406463560395,37.05821070167966,selected,8,True,79.24450592339106,68.88619804400328,1.4210854715202004e-14,True,2.220446049250313e-16,5.3102167296433525,60.18826018790228,60.18826018790228,,5,6
dr+5_da+1_k02_q09,fixed_offsets,dr+5_da+1,2,9,79.24450592339106,68.88619804400327,5.31021672964334,65.76761716524007,47.864231434361336,17.9033857308787,selected,9,True,79.244505923179,68.88619804404232,2.1562020231433406e-10,True,1.5057537407807276e-12,5.310216729571797,59.04004438761701,59.04004438761701,,3,4
ideal_k03_q02,ideal,ideal,3,2,17.36481776669304,98.4807753012208,0.0,50.00000000000001,70.0,19.999999999999993,selected,2,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,196.9615506024416,196.9615506024416,,2,2
ideal_k03_q04,ideal,ideal,3,4,17.36481776669304,98.4807753012208,0.0,50.00000000000001,70.00000000000001,120.00000000000001,selected,4,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,33.52774598747983,33.52774598747983,,4,6
ideal_k03_q05,ideal,ideal,3,5,17.36481776669304,98.4807753012208,0.0,50.00000000000001,50.00000000000001,100.00000000000001,selected,5,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,44.64755881957987,44.64755881957987,78.90750101706716,6,10
ideal_k03_q06,ideal,ideal,3,6,17.36481776669304,98.4807753012208,0.0,50.00000000000001,29.999999999999996,80.0,selected,6,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,56.458820512564465,56.458820512564465,,6,9
ideal_k03_q07,ideal,ideal,3,7,17.36481776669304,98.4807753012208,0.0,50.00000000000001,9.999999999999975,60.00000000000002,selected,7,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,72.34843750504861,72.34843750504861,,7,8
ideal_k03_q08,ideal,ideal,3,8,17.36481776669304,98.4807753012208,0.0,50.00000000000001,9.999999999999975,40.00000000000001,selected,8,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,78.41119510754464,78.41119510754464,,5,5
ideal_k03_q09,ideal,ideal,3,9,17.36481776669304,98.4807753012208,0.0,50.00000000000001,30.000000000000004,20.00000000000001,selected,9,True,17.36481776669304,98.4807753012208,0.0,True,0.0,0.0,65.27036446661396,65.27036446661396,,3,5
table1_k03_q02,table1,table1,3,2,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,61.10467556892563,15.05458468273458,selected,2,True,19.04420117056025,110.36901015128856,9.697021187062789e-14,True,4.002966042486721e-16,12.006267382810956,114.40478397589068,114.40478397589068,,3,5
table1_k03_q04,table1,table1,3,4,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,61.21545689901666,107.26554778520767,selected,4,True,19.044201170560175,110.36901015128855,2.1316282072803006e-14,True,3.3306690738754696e-16,12.006267382810933,12.304979738653959,12.304979738653959,,6,10
table1_k03_q05,table1,table1,3,5,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,46.23145171745684,92.28154260364785,selected,5,True,19.04420117056013,110.36901015128855,2.4868995751603507e-14,True,3.3306690738754696e-16,12.006267382810925,26.23551269926869,26.23551269926869,,7,11
table1_k03_q06,table1,table1,3,6,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,28.2253039688676,74.27539485505861,selected,6,True,19.04420117056012,110.36901015128852,4.2780337774645346e-14,True,3.7238012298709097e-16,12.006267382810897,38.548542209072686,38.548542209072686,,7,10
table1_k03_q07,table1,table1,3,7,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,9.527033293234988,55.57712417942601,selected,7,True,19.044201170560186,110.36901015128858,4.2780337774645346e-14,True,2.482534153247273e-16,12.006267382810963,54.276944478921195,54.276944478921195,,7,8
table1_k03_q08,table1,table1,3,8,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,9.329288454515682,36.720802431675324,selected,8,True,19.0442011705602,110.36901015128859,6.28539212249071e-14,True,6.753223014464259e-16,12.006267382810977,71.11443692219216,71.11443692219216,,7,10
table1_k03_q09,table1,table1,3,9,19.044201170560154,110.36901015128855,12.006267382810929,46.050090886191015,28.03113615200061,18.018954734190416,selected,9,True,19.044201170560072,110.36901015128849,9.953940410498703e-14,True,4.47545209131181e-16,12.006267382810861,55.62708440252857,55.62708440252857,,5,8
dr-5_da-1_k03_q02,fixed_offsets,dr-5_da-1,3,2,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,74.64144643567747,22.359832706305756,selected,2,True,18.12685456077179,93.25458242752808,2.1316282072803006e-14,True,3.3306690738754696e-16,5.281457377331226,186.45541467248304,186.45541467248304,,2,2
dr-5_da-1_k03_q04,fixed_offsets,dr-5_da-1,3,4,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,73.42320388299702,125.70481761236871,selected,4,True,18.126854560771786,93.25458242752806,2.2748467065386707e-14,True,0.0,5.28145737733124,32.42624977331218,32.42624977331218,,5,7
dr-5_da-1_k03_q05,fixed_offsets,dr-5_da-1,3,5,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,51.219604995281095,103.50121872465282,selected,5,True,18.126854560771783,93.25458242752805,3.1776437161565096e-14,True,2.482534153247273e-16,5.281457377331254,39.34047025492211,39.34047025492211,,7,11
dr-5_da-1_k03_q06,fixed_offsets,dr-5_da-1,3,6,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,30.331131246142785,82.61274497551447,selected,6,True,18.126854560771783,93.25458242752806,2.0097183471152322e-14,True,5.087681048627601e-16,5.28145737733124,53.664297305431035,53.664297305431035,,6,10
dr-5_da-1_k03_q07,fixed_offsets,dr-5_da-1,3,7,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,9.745845292080455,62.02745902145209,selected,7,True,18.126854561679725,93.25458242768426,9.21290469412218e-10,True,6.064011854389877e-12,5.281457377307685,69.63267369514546,69.63267369514546,,7,7
dr-5_da-1_k03_q08,fixed_offsets,dr-5_da-1,3,8,18.12685456077177,93.25458242752808,5.281457377331224,52.28161372937172,10.772283720846913,41.509330008524834,selected,8,True,18.12685456171949,93.25458242707798,1.0491745197481616e-09,True,9.466214870231319e-12,5.281457377913356,70.77747675813143,70.77747675813143,,5,5
