slot,drone_id,x_m,y_m
16,8,18.477815634041864,-98.98429932227205
16,9,77.34079911696502,-63.856321899067694
17,0,0.0,0.0
17,1,100.0,0.0
17,2,75.39733391891275,64.93198091393587
17,3,15.885626801413297,97.62723945805124
17,4,-48.84528095768883,85.51557941822529
17,5,-92.59745802140034,34.703611351092135
17,6,-93.95144039177703,-33.23850993575447
17,7,-50.36806789375642,-86.84200510025923
17,8,18.477815634041864,-98.98429932227205
17,9,77.6396019144053,-63.67531793804869
18,0,0.0,0.0
18,1,100.0,0.0
18,2,75.55670008686289,64.85456998216823
18,3,15.990709697206087,97.67719922484
18,4,-48.84528095768883,85.51557941822529
18,5,-92.49660213471573,33.78126579359314
18,6,-93.13278468917657,-33.35150163348173
18,7,-50.20527347931625,-86.05890636622793
18,8,17.561834548518398,-98.68447473023316
18,9,77.6396019144053,-63.67531793804869
19,0,0.0,0.0
19,1,100.0,0.0
19,2,75.77937782528846,64.7366495321329
19,3,16.193451153601938,97.79275097854797
19,4,-49.42215928836541,85.35392768540346
19,5,-92.49660213471573,33.78126579359314
19,6,-93.13278468917657,-33.35150163348173
19,7,-50.09907415538633,-85.72429869773572
19,8,16.949600438968247,-98.287417517718
19,9,76.69211782812437,-64.2378238371858
20,0,0.0,0.0
20,1,100.0,0.0
20,2,75.89146626466446,64.67781807521165
20,3,16.294266310892315,97.85062245791767
20,4,-49.70828218711378,85.26895291586374
20,5,-92.49660213471573,33.78126579359314
20,6,-93.30280842465153,-32.91846716572519
20,7,-50.09907415538633,-85.72429869773572
20,8,16.733271411973693,-98.13676824387827
20,9,76.20523085029049,-64.51585549829774
21,0,0.0,0.0
21,1,100.0,0.0
21,2,75.94789968698224,64.64853437076941
21,3,16.344350249491555,97.87964407761439
21,4,-49.85019445696736,85.2247974869922
21,5,-92.49660213471573,33.78126579359314
21,6,-93.34451250187543,-32.74997427113545
21,7,-50.38052773116318,-85.58721586748294
21,8,16.733271411973693,-98.13676824387827
21,9,75.99020409596564,-64.63439422639185
22,0,0.0,0.0
22,1,100.0,0.0
22,2,75.97631450127088,64.63397667647426
22,3,16.369218646110678,97.89420640150732
22,4,-49.92058201768829,85.20199648151838
22,5,-92.49660213471573,33.78126579359314
22,6,-93.31634368472005,-32.72447877210696
22,7,-50.526478974953676,-85.51799192949444
22,8,16.61582618889027,-98.23230524267987
22,9,75.99020409596564,-64.63439422639185
23,0,0.0,0.0
23,1,100.0,0.0
23,2,76.71284453389424,64.21951285361047
23,3,17.061147124034918,98.3045956197186
23,4,-49.96189043930288,85.85010859027993
23,5,-92.95564434957613,33.831829613634945
23,6,-93.31634368472005,-32.72447877210696
23,7,-50.526478974953676,-85.51799192949444
23,8,16.50579773506466,-98.07211523916015
23,9,75.71550479403169,-64.78743847647307
24,0,0.0,0.0
24,1,100.0,0.0
24,2,77.08071384802071,64.00535151095656
24,3,17.41097777288731,98.50805297537524
24,4,-49.981301032747695,86.17265568516602
24,5,-93.17970871324214,33.85389611386613
24,6,-93.31634368472005,-32.72447877210696
24,7,-50.79116830676091,-85.22523236378565
24,8,16.50579773506466,-98.07211523916015
24,9,75.63225763054673,-64.8309834947137
25,0,0.0,0.0
25,1,100.0,0.0
25,2,77.26458734968705,63.895489875966504
25,3,17.587311559177298,98.6093530546715
25,4,-49.990707203133645,86.33309400499502
25,5,-93.28904683891956,33.86345153826113
25,6,-93.31634368472005,-32.72447877210696
25,7,-50.88983997674051,-85.08523256636533
25,8,16.02258827071879,-98.10816208677728
25,9,75.63225763054673,-64.8309834947137
26,0,0.0,0.0
26,1,100.0,0.0
26,2,77.76493827053994,63.600280705762856
26,3,18.158367358736548,98.93611696574682
26,4,-49.99533975768748,86.98324501765892
26,5,-93.79255711975422,34.12676301906822
26,6,-93.5129663492893,-33.3863230236593
26,7,-50.88983997674051,-85.08523256636533
26,8,16.02258827071879,-98.10816208677728
26,9,75.45108298484465,-64.93071050766119
27,0,0.0,0.0
27,1,100.0,0.0
27,2,78.01216781581543,63.44745238543048
27,3,18.447704043563522,99.09698708141966
27,4,-49.99587319652899,87.30984550633946
27,5,-94.04210146568963,34.25749035579144
27,6,-93.60223719799852,-33.71385187668949
27,7,-50.88983997674051,-85.08523256636533
27,8,15.67676248582798,-98.10379593948383
27,9,75.45108298484465,-64.93071050766119
28,0,0.0,0.0
28,1,100.0,0.0
28,2,78.45447084646412,63.17743193877936
28,3,19.055796573718684,99.43439848706349
28,4,-49.989947680498375,88.09068019745192
28,5,-94.71270611531041,34.63948332361
28,6,-94.14328581936765,-34.16256539518635
28,7,-50.44869222004782,-85.80889828995525
28,8,15.67676248582798,-98.10379593948383
28,9,75.45108298484465,-64.93071050766119
29,0,0.0,0.0
29,1,100.0,0.0
29,2,78.45447084646412,63.17743193877936
29,3,19.055796573718684,99.43439848706349
29,4,-49.99222309219548,87.86417593213564
29,5,-94.33558373946943,34.41723821129887
29,6,-93.59912827372064,-33.919510988897045
29,7,-50.21452748793343,-85.23097289045911
29,8,15.405266447973627,-97.62364497733834
29,9,74.74082535077942,-65.32760682022861
30,0,0.0,0.0
30,1,100.0,0.0
30,2,78.45447084646412,63.17743193877936
30,3,19.169529334366196,99.11650718898342
30,4,-49.99222309219548,87.86417593213564
30,5,-94.55145775977036,34.54073762945702
30,6,-93.99226588874696,-34.18043154692986
30,7,-50.109764766765416,-85.91286179946957
30,8,16.170554455885796,-97.9295273473071
30,9,75.26657791677428,-65.02989874468551
31,0,0.0,0.0
31,1,100.0,0.0
31,2,78.45447084646412,63.17743193877936
31,3,18.5942394969814,98.8605425844261
31,4,-49.436884721798464,87.67251993904308
31,5,-94.55145775977036,34.54073762945702
31,6,-94.23447843622286,-34.33777509998517
31,7,-50.05641634460527,-86.47401511466866
31,8,16.865579577833525,-98.26625861627373
31,9,75.93725565022427,-64.65691713098809
32,0,0.0,0.0
32,1,100.0,0.0
32,2,78.45447084646412,63.17743193877936
32,3,18.035708226995137,98.68225936017488
32,4,-49.314204427257366,87.16602688493532
32,5,-93.89441621888852,35.022924356851476
32,6,-94.23447843622286,-34.33777509998517
32,7,-50.02834408465662,-86.68501668210132
32,8,17.22402482625663,-98.43762564194793
32,9,76.3505301611609,-64.42384873017568
33,0,0.0,0.0
33,1,100.0,0.0
33,2,78.45447084646412,63.17743193877936
33,3,17.698910952080407,98.57571584624519
33,4,-49.32715129008362,86.70596364075529
33,5,-93.3357352023075,34.98228571357707
33,6,-94.14534731189984,-33.32638004627918
33,7,-50.02834408465662,-86.68501668210132
33,8,17.337328699997695,-98.48409429234151
33,9,76.51567686207376,-64.32959354353673
34,0,0.0,0.0
34,1,100.0,0.0
34,2,78.45447084646412,63.17743193877936
34,3,17.543368212452577,98.52008033757986
34,4,-49.3818328410899,86.33551444358946
34,5,-92.86808521400067,34.733619549682466
34,6,-93.68869356938576,-32.75647373718501
34,7,-50.80487754168227,-85.71715340678477
34,8,17.337328699997695,-98.48409429234151
34,9,76.5527465280702,-64.30840260258539
35,0,0.0,0.0
35,1,100.0,0.0
35,2,78.45447084646412,63.17743193877936
35,3,17.48695569676272,98.4939278469087
35,4,-49.475573170234256,85.95940637417891
35,5,-92.37546740579332,34.30070580878933
35,6,-92.90504691901975,-32.38296795095226
35,7,-50.95086798210687,-84.62116781320934
35,8,15.743160412063306,-98.20695591859237
35,9,76.5527465280702,-64.30840260258539
36,0,0.0,0.0
36,1,100.0,0.0
36,2,77.58044253748442,63.703723468637655
36,3,17.48695569676272,98.4939278469087
36,4,-49.475573170234256,85.95940637417891
36,5,-92.766728578093,34.016700384775234
36,6,-93.08303703188481,-33.08810387112666
36,7,-50.4762571129655,-85.30794755932052
36,8,16.41421963680934,-98.26413504192561
36,9,76.58433237737148,-64.29028126362648
37,0,0.0,0.0
37,1,100.0,0.0
37,2,77.14199297087043,63.96357385326459
37,3,17.48695569676272,98.4939278469087
37,4,-50.241962562131576,85.66500955442689
37,5,-92.766728578093,34.016700384775234
37,6,-92.99593791178243,-33.34224361740582
37,7,-50.233788096462604,-85.41134414563682
37,8,16.535127776676553,-98.16429080389054
37,9,76.39943107146001,-64.3971782968073
38,0,0.0,0.0
38,1,100.0,0.0
38,2,76.92232987443876,64.0928587749976
38,3,17.48695569676272,98.4939278469087
38,4,-50.34316236180258,85.85516566550939
38,5,-93.15824403696485,33.610868931971545
38,6,-92.99593791178243,-33.34224361740582
38,7,-50.111769671033706,-85.34647025321597
38,8,16.407912421013133,-98.00373486551585
38,9,76.05183156856114,-64.5969598496105
39,0,0.0,0.0
39,1,100.0,0.0
39,2,76.81234693033626,64.15743377925548
39,3,17.48695569676272,98.4939278469087
39,4,-50.133176215152055,86.26965729356168
39,5,-93.48554100012929,33.76620731783807
39,6,-93.12905266459046,-33.791366977806966
39,7,-50.111769671033706,-85.34647025321597
39,8,16.280445284793903,-97.88492092137265
39,9,75.69484381871253,-64.79873754578053
40,0,0.0,0.0
40,1,100.0,0.0
40,2,76.75729649617034,64.18975089886882
40,3,17.48695569676272,98.4939278469087
40,4,-49.79933437863344,86.75229295099652
40,5,-93.78158394927888,34.20226003402902
40,6,-93.5512188041867,-33.95308396010469
40,7,-49.96711064177009,-85.7830077682488
40,8,16.280445284793903,-97.88492092137265
40,9,75.4343870754879,-64.94232584600816
41,0,0.0,0.0
41,1,100.0,0.0
41,2,76.72974596953846,64.20594014777119
41,3,17.48695569676272,98.4939278469087
41,4,-49.40516055230563,87.25987668942757
41,5,-94.07622473899276,34.827630679443054
41,6,-94.21661650644776,-33.95297271440478
41,7,-50.17694725563491,-86.33532960697504
41,8,16.75374786448361,-98.17644783581812
41,9,75.4343870754879,-64.94232584600816
42,0,0.0,0.0
42,1,100.0,0.0
42,2,77.04241640973896,64.02536549045486
42,3,17.69928882530175,98.64464377827254
42,4,-49.40516055230563,87.25987668942757
42,5,-94.07622473899276,34.827630679443054
42,6,-94.14070905684622,-34.104985434644426
42,7,-50.088433734044486,-86.41185215035058
42,8,16.919602315223024,-98.24739795258881
42,9,75.80494325045291,-64.7321683841174
43,0,0.0,0.0
43,1,100.0,0.0
43,2,77.19877670383997,63.93296214711533
43,3,17.806066080343786,98.71965243551482
43,4,-49.40516055230563,87.25987668942757
43,5,-94.00858430596429,34.66512232220427
43,6,-94.14070905684622,-34.104985434644426
43,7,-50.044339485167214,-86.54197576863909
43,8,17.142696211670806,-98.36477494902708
43,9,76.17621748001707,-64.52271617174418
44,0,0.0,0.0
44,1,100.0,0.0
44,2,77.27699625896375,63.88582752633321
44,3,17.85970651276063,98.75702381411726
44,4,-49.40516055230563,87.25987668942757
44,5,-93.97477947425095,34.453845115379494
44,6,-94.05259935230187,-33.96324912888925
44,7,-50.044339485167214,-86.54197576863909
44,8,17.227803126034726,-98.40780255247567
44,9,76.35672391272293,-64.42021603663824
45,0,0.0,0.0
45,1,100.0,0.0
45,2,77.31613275780049,63.86182568730127
45,3,17.88663950809586,98.77565354039984
45,4,-49.40516055230563,87.25987668942757
45,5,-93.95667409347094,34.360154926847876
45,6,-93.95543139758986,-33.923228677962136
45,7,-50.1946544785896,-86.32943951947497
45,8,17.227803126034726,-98.40780255247567
45,9,76.39192263014725,-64.4003806824295
46,0,0.0,0.0
46,1,100.0,0.0
46,2,77.33571613334126,63.84961579021259
46,3,17.9001592474052,98.7849430619455
46,4,-49.40516055230563,87.25987668942757
46,5,-93.94701083499153,34.38581429830758
46,6,-93.92274397551182,-33.89383878915728
46,7,-50.2360119094946,-86.20419543486055
46,8,16.905435590862584,-98.37469089270056
46,9,76.39192263014725,-64.4003806824295
47,0,0.0,0.0
47,1,100.0,0.0
47,2,77.04796192591141,64.01914291220399
47,3,17.69765267630365,98.67053645476068
47,4,-49.703070233603476,86.98328530962387
47,5,-93.94701083499153,34.38581429830758
47,6,-93.92274397551182,-33.89383878915728
47,7,-50.1177644483756,-86.28505280177315
47,8,17.00796948573544,-98.3538054950653
47,9,76.36099753837543,-64.41834766209557
48,0,0.0,0.0
48,1,100.0,0.0
48,2,76.9040333805986,64.1037213216734
48,3,17.596473338149902,98.61321411285836
48,4,-49.851590869997395,86.84451147277402
48,5,-93.94701083499153,34.38581429830758
48,6,-93.88968543815747,-34.0979436451177
48,7,-50.1177644483756,-86.28505280177315
48,8,17.040757603521136,-98.3326432427236
48,9,76.3159318756195,-64.4442552660607
49,0,0.0,0.0
49,1,100.0,0.0
49,2,76.83207105515203,64.14602747160487
49,3,17.545877179461637,98.58453152372724
49,4,-49.925765952198,86.77497906957949
49,5,-93.94701083499153,34.38581429830758
49,6,-93.93773056406965,-34.122745714536265
49,7,-50.03960350808963,-86.39799670083536
49,8,17.040757603521136,-98.3326432427236
49,9,76.26457871976969,-64.47361705870026
50,0,0.0,0.0
50,1,100.0,0.0
50,2,76.79609774873704,64.16721636732746
50,3,17.520564953578244,98.57018904314658
50,4,-49.962843965500475,86.74016340637282
50,5,-93.94701083499153,34.38581429830758
50,6,-94.02825290452596,-34.05602138928801
50,7,-50.101104862728626,-86.47206189547208
50,8,17.13524540679869,-98.3948366978119
50,9,76.26457871976969,-64.47361705870026
51,0,0.0,0.0
51,1,100.0,0.0
51,2,76.76876829603547,64.18326388675861
51,3,17.503906895008715,98.56072490538412
51,4,-49.981383463422056,86.72489501818632
51,5,-93.98416414560721,34.30897600681617
51,6,-94.02825290452596,-34.05602138928801
51,7,-50.101104862728626,-86.47206189547208
51,8,17.194699057647167,-98.4057654536254
51,9,76.36151101070416,-64.41807817861107
52,0,0.0,0.0
52,1,100.0,0.0
52,2,76.75511267193858,64.19130180704161
52,3,17.495572837285682,98.55599526620901
52,4,-49.990657590259474,86.7172524716715
52,5,-94.00269058940562,34.270512076330725
52,6,-94.02825290452596,-34.05602138928801
52,7,-50.04100777943094,-86.51435974803975
52,8,17.194699057647167,-98.4057654536254
52,9,76.38198544201354,-64.40638391647732
53,0,0.0,0.0
53,1,100.0,0.0
53,2,76.74828965115186,64.19532882893049
53,3,17.49140299532486,98.55363192086469
53,4,-49.995297258215665,86.71342738621222
53,5,-94.01193457362731,34.25126133565765
53,6,-94.02825290452596,-34.05602138928801
53,7,-50.0797106173766,-86.52331940748199
53,8,17.224815607033726,-98.43340320331558
53,9,76.38198544201354,-64.40638391647732
54,0,0.0,0.0
54,1,100.0,0.0
54,2,76.7323124097195,64.2046332674148
54,3,17.47916275991071,98.54660990891139
54,4,-49.99762578238501,86.70402974194103
54,5,-94.01451034966793,34.2404496750822
54,6,-94.00390825176648,-34.131977265612065
54,7,-50.0797106173766,-86.52331940748199
54,8,17.224815607033726,-98.43340320331558
54,9,76.41850421381824,-64.38548682141338
55,0,0.0,0.0
55,1,100.0,0.0
55,2,76.72433019552764,64.20929168137545
55,3,17.473040251404825,98.5431009124415
55,4,-49.99879073853054,86.69932899841578
55,5,-94.01579592470051,34.235040994561
55,6,-93.99168713097576,-34.16993660527787
55,7,-50.0797106173766,-86.52331940748199
55,8,17.245901192839064,-98.44829175625159
55,9,76.41850421381824,-64.38548682141338
56,0,0.0,0.0
56,1,100.0,0.0
56,2,76.7470914159461,64.19613121779103
56,3,17.499117164628466,98.55811785339193
56,4,-49.99934325463281,86.72923937753397
56,5,-94.03983283427773,34.24585146101908
56,6,-94.00161022381799,-34.19816934593365
56,7,-50.0398595181898,-86.55419088720953
56,8,17.245901192839064,-98.44829175625159
56,9,76.41850421381824,-64.38548682141338
57,0,0.0,0.0
57,1,100.0,0.0
57,2,76.7470914159461,64.19613121779103
57,3,17.499117164628466,98.55811785339193
57,4,-49.99965441899502,86.7071070098643
57,5,-94.0044946012158,34.22389835601869
57,6,-93.94964199232182,-34.17943746384368
57,7,-50.019869151738014,-86.50081943815582
57,8,17.21502741514401,-98.41223678775317
57,9,76.40856666323424,-64.39125872622384
58,0,0.0,0.0
58,1,100.0,0.0
58,2,76.7470914159461,64.19613121779103
58,3,17.510907547218874,98.53326229803508
58,4,-49.99965441899502,86.7071070098643
58,5,-94.02033264753094,34.23227689941687
58,6,-93.977148796676,-34.200939355972196
58,7,-50.00994885629855,-86.55148587734085
58,8,17.271911435286455,-98.43611031731493
58,9,76.47278328221604,-64.35442458775138
59,0,0.0,0.0
59,1,100.0,0.0
59,2,76.7470914159461,64.19613121779103
59,3,17.467273502488595,98.51219424946552
59,4,-49.956109577529496,86.6922932345783
59,5,-94.02033264753094,34.23227689941687
59,6,-93.99564521449238,-34.214432707815945
59,7,-50.00498398051692,-86.59610532767229
59,8,17.326997183269814,-98.46345590787821
59,9,76.53834266701593,-64.31678348563159
60,0,0.0,0.0
60,1,100.0,0.0
60,2,76.7470914159461,64.19613121779103
60,3,17.42215699969459,98.49754398645207
60,4,-49.946261836236005,86.6522219735617
60,5,-93.96880532175915,34.26870161155132
60,6,-93.99564521449238,-34.214432707815945
60,7,-50.00249254598245,-86.61363085070461
60,8,17.356427501851005,-98.47819794894649
60,9,76.57879164146861,-64.2935201518163
61,0,0.0,0.0
61,1,100.0,0.0
61,2,76.7470914159461,64.19613121779103
61,3,17.39275750655398,98.48896950222753
61,4,-49.947876252594995,86.61421246371184
61,5,-93.92438972870657,34.26464001734668
61,6,-93.98701214374817,-34.136497913795566
61,7,-50.00249254598245,-86.61363085070461
61,8,17.366298414939607,-98.482764315694
61,9,76.59686288023511,-64.28311667413277
62,0,0.0,0.0
62,1,100.0,0.0
62,2,76.7470914159461,64.19613121779103
62,3,17.377908401608863,98.48462508559332
62,4,-49.953114849145024,86.58298177754934
62,5,-93.88656478974436,34.24397349308988
62,6,-93.95043952866686,-34.09189360563428
62,7,-50.061853202438954,-86.53724444079855
62,8,17.366298414939607,-98.482764315694
62,9,76.60231257930295,-64.27998139796532
63,0,0.0,0.0
63,1,100.0,0.0
63,2,76.7470914159461,64.19613121779103
63,3,17.373111368586887,98.48290092975707
63,4,-49.96087461827791,86.55318539253538
63,5,-93.84770969184098,34.20987413723337
63,6,-93.88953098549204,-34.062131264070096
63,7,-50.07421995594277,-86.45180161759514
63,8,17.241295361759082,-98.45990870814687
63,9,76.60231257930295,-64.27998139796532
64,0,0.0,0.0
64,1,100.0,0.0
64,2,76.67981387283895,64.23513933777885
64,3,17.373111368586887,98.48290092975707
64,4,-49.96087461827791,86.55318539253538
64,5,-93.87764906743233,34.18813792807231
64,6,-93.90258661535837,-34.116594210773975
64,7,-50.0371157277488,-86.50457530404627
64,8,17.293093881759656,-98.46459687943803
64,9,76.60425485964673,-64.27886523713147
65,0,0.0,0.0
65,1,100.0,0.0
65,2,76.64616695308997,64.25462410800169
65,3,17.373111368586887,98.48290092975707
65,4,-50.02042890014153,86.53065821062037
65,5,-93.87764906743233,34.18813792807231
65,6,-93.89563408346869,-34.13606199017286
65,7,-50.01853278014228,-86.51224557748189
65,8,17.302010212494285,-98.45710871993245
65,9,76.58948647153173,-64.28739530500002
66,0,0.0,0.0
66,1,100.0,0.0
66,2,76.62934092517978,64.26436284457407
66,3,17.373111368586887,98.48290092975707
66,4,-50.02787109862106,86.54602116267013
66,5,-93.908066042419,34.156195983249326
66,6,-93.89563408346869,-34.13606199017286
66,7,-50.00923678776855,-86.50722539523707
66,8,17.292109428842476,-98.44506134232839
66,9,76.56276553893072,-64.3028187102304
67,0,0.0,0.0
67,1,100.0,0.0
67,2,76.62092700278423,64.2692318879949
67,3,17.373111368586887,98.48290092975707
67,4,-50.01121891417915,86.57803566444207
67,5,-93.93349612725832,34.1682900412986
67,6,-93.90539571984509,-34.17127668109796
67,7,-50.00923678776855,-86.50722539523707
67,8,17.282348637394943,-98.43625083948152
67,9,76.53584044147856,-64.31833939893103
68,0,0.0,0.0
68,1,100.0,0.0
68,2,76.61671968118146,64.27166662219123
68,3,17.373111368586887,98.48290092975707
68,4,-49.98551033709609,86.6147735128628
68,5,-93.95623384333277,34.20184220425268
68,6,-93.93782206041719,-34.184026134859266
68,7,-49.99731916755328,-86.54068760133606
68,8,17.282348637394943,-98.43625083948152
68,9,76.51637605683017,-64.32953838859989
69,0,0.0,0.0
69,1,100.0,0.0
69,2,76.61461586362974,64.27288418928065
69,3,17.373111368586887,98.48290092975707
69,4,-49.95572314598343,86.65329558549692
69,5,-93.97881573044006,34.24945188527872
69,6,-93.98882324604297,-34.184262039288924
69,7,-50.0129632847054,-86.5831512867488
69,8,17.318871208830412,-98.45771540379765
69,9,76.51637605683017,-64.32953838859989
70,0,0.0,0.0
70,1,100.0,0.0
70,2,76.63836615279102,64.25917206277445
70,3,17.389128204933407,98.49347671213391
70,4,-49.95572314598343,86.65329558549692
70,5,-93.97881573044006,34.24945188527872
70,6,-93.98324741217907,-34.19556521744813
70,7,-50.00648154399029,-86.58916912293645
70,8,17.331661329951007,-98.46336312922395
70,9,76.54444864658606,-64.31335264596017
71,0,0.0,0.0
71,1,100.0,0.0
71,2,76.65024142562973,64.25230375340517
71,3,17.398131883465318,98.4993348862922
71,4,-49.95572314598343,86.65329558549692
71,5,-93.97340619601576,34.23736629272564
71,6,-93.98324741217907,-34.19556521744813
71,7,-50.00324148388776,-86.5991878430838
71,8,17.348856701830414,-98.47242806920981
71,9,76.57272454758268,-64.29705609065572
72,0,0.0,0.0
72,1,100.0,0.0
72,2,76.65617930940081,64.24886422118192
72,3,17.402635472422077,98.50226313761165
72,4,-49.95572314598343,86.65329558549692
72,5,-93.97070166599863,34.221152178303306
72,6,-93.97641957074192,-34.184702871708595
72,7,-50.00324148388776,-86.5991878430838
